"day","laboratory","tested_all","tested_mobile","negative_all","negative_mobile","positive_all","positive_mobile","positive_retested","positive_new","not_tested","not_tested_mobile","created"
"2020-05-10","Nacionalinio vėžio instituto laboratorija",13,0,13,0,0,0,NA,NA,0,0,"2020-05-11 10:28:47"
"2020-05-10","Respublikinės Panevėžio ligoninės laboratorija",48,0,48,0,0,0,NA,NA,0,0,"2020-05-11 10:28:47"
"2020-05-10","Respublikinės Šiaulių ligoninės laboratorija",189,53,189,53,0,0,NA,NA,0,0,"2020-05-11 10:28:47"
"2020-05-10","UAB „Baltic Medics“",128,128,128,128,0,0,NA,NA,34,34,"2020-05-11 10:28:47"
"2020-05-10","UAB „Diagnostikos laboratorija“ („Antėja“)",39,34,39,34,0,0,NA,NA,0,0,"2020-05-11 10:28:47"
"2020-05-10","VU ligoninės Santaros klinikų laboratorija",192,0,186,0,6,0,NA,NA,10,0,"2020-05-11 10:28:47"
"2020-05-11","Klaipėdos universitetinės ligoninės laboratorija",563,177,561,176,2,1,NA,NA,120,120,"2020-05-12 10:22:57"
"2020-05-11","LSMU ligoninės Kauno klinikų laboratorija",1483,230,1482,230,1,0,NA,NA,90,50,"2020-05-12 10:22:57"
"2020-05-11","Nacionalinė visuomenės sveikatos priežiūros laboratorija",385,83,385,83,0,0,NA,NA,233,28,"2020-05-12 10:22:57"
"2020-05-11","Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",651,651,650,650,1,1,NA,NA,400,200,"2020-05-12 10:22:57"
"2020-05-11","Nacionalinio vėžio instituto laboratorija",274,41,274,41,0,0,NA,NA,20,0,"2020-05-12 10:22:57"
"2020-05-11","Respublikinės Panevėžio ligoninės laboratorija",24,0,24,0,0,0,NA,NA,0,0,"2020-05-12 10:22:57"
"2020-05-11","Respublikinės Šiaulių ligoninės laboratorija",434,107,434,107,0,0,NA,NA,0,0,"2020-05-12 10:22:57"
"2020-05-11","UAB „Baltic Medics“",232,232,232,232,0,0,NA,NA,55,55,"2020-05-12 10:22:57"
"2020-05-11","UAB „Diagnostikos laboratorija“ („Antėja“)",282,27,282,27,0,0,NA,NA,156,116,"2020-05-12 10:22:57"
"2020-05-11","UAB „Medicina practica laboratorija“",74,0,74,0,0,0,NA,NA,3,0,"2020-05-12 10:22:57"
"2020-05-11","UAB „SK Impeks Medicinos diagnostikos centras“",22,0,22,0,0,0,NA,NA,0,0,"2020-05-12 10:22:57"
"2020-05-11","VU Gyvybės mokslų centras",330,0,330,0,0,0,NA,NA,232,0,"2020-05-12 10:22:57"
"2020-05-11","VU ligoninės Santaros klinikų laboratorija",1067,0,1052,0,15,0,NA,NA,4,0,"2020-05-12 10:22:57"
"2020-05-12","Klaipėdos universitetinės ligoninės laboratorija",658,249,652,245,6,1,NA,NA,0,0,"2020-05-13 11:04:51"
"2020-05-12","LSMU ligoninės Kauno klinikų laboratorija",2104,715,2102,714,2,1,NA,NA,140,0,"2020-05-13 11:04:51"
"2020-05-12","Nacionalinė visuomenės sveikatos priežiūros laboratorija",606,193,606,193,0,0,NA,NA,220,1,"2020-05-13 11:04:51"
"2020-05-12","Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",826,630,820,625,6,5,NA,NA,200,200,"2020-05-13 11:04:51"
"2020-05-12","Nacionalinio vėžio instituto laboratorija",452,0,452,0,0,0,NA,NA,151,0,"2020-05-13 11:04:51"
"2020-05-12","Respublikinės Panevėžio ligoninės laboratorija",48,0,48,0,0,0,NA,NA,0,0,"2020-05-13 11:04:51"
"2020-05-12","Respublikinės Šiaulių ligoninės laboratorija",739,212,739,212,0,0,NA,NA,87,0,"2020-05-13 11:04:51"
"2020-05-12","UAB „Baltic Medics“",420,418,420,418,0,0,NA,NA,0,0,"2020-05-13 11:04:51"
"2020-05-12","UAB „Diagnostikos laboratorija“ („Antėja“)",438,173,438,173,0,0,NA,NA,151,139,"2020-05-13 11:04:51"
"2020-05-12","UAB „Medicina practica laboratorija“",89,0,89,0,0,0,NA,NA,33,0,"2020-05-13 11:04:51"
"2020-05-12","UAB „SK Impeks Medicinos diagnostikos centras“",16,0,16,0,0,0,NA,NA,71,0,"2020-05-13 11:04:51"
"2020-05-12","VU Gyvybės mokslų centras",476,0,476,0,0,0,NA,NA,317,0,"2020-05-13 11:04:51"
"2020-05-12","VU ligoninės Santaros klinikų laboratorija",1006,0,997,0,9,0,NA,NA,6,0,"2020-05-13 11:04:51"
"2020-05-13","Klaipėdos universitetinės ligoninės laboratorija",658,203,649,199,9,1,NA,NA,60,60,"2020-05-14 10:49:52"
"2020-05-13","LSMU ligoninės Kauno klinikų laboratorija",2001,396,2000,396,1,0,NA,NA,150,150,"2020-05-14 10:49:52"
"2020-05-13","Nacionalinė visuomenės sveikatos priežiūros laboratorija",595,83,594,83,1,0,NA,NA,240,0,"2020-05-14 10:49:52"
"2020-05-13","Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",712,649,708,645,4,1,NA,NA,200,200,"2020-05-14 10:49:52"
"2020-05-13","Nacionalinio vėžio instituto laboratorija",537,80,537,80,0,0,NA,NA,140,33,"2020-05-14 10:49:52"
"2020-05-13","Respublikinės Panevėžio ligoninės laboratorija",142,0,142,0,0,0,NA,NA,0,0,"2020-05-14 10:49:52"
"2020-05-13","Respublikinės Šiaulių ligoninės laboratorija",819,141,819,141,0,0,NA,NA,0,0,"2020-05-14 10:49:52"
"2020-05-13","UAB „Baltic Medics“",274,274,274,274,0,0,NA,NA,0,0,"2020-05-14 10:49:52"
"2020-05-13","UAB „Diagnostikos laboratorija“ („Antėja“)",465,188,465,188,0,0,NA,NA,341,84,"2020-05-14 10:49:52"
"2020-05-13","UAB „Invitro diagnostika“",210,0,210,0,0,0,NA,NA,0,0,"2020-05-14 10:49:52"
"2020-05-13","UAB „Medicina practica laboratorija“",277,0,277,0,0,0,NA,NA,98,0,"2020-05-14 10:49:52"
"2020-05-13","UAB „SK Impeks Medicinos diagnostikos centras“",163,0,156,0,7,0,NA,NA,71,0,"2020-05-14 10:49:52"
"2020-05-13","VU Gyvybės mokslų centras",317,0,317,0,0,0,NA,NA,0,0,"2020-05-14 10:49:52"
"2020-05-13","VU ligoninės Santaros klinikų laboratorija",819,0,809,0,10,0,NA,NA,17,0,"2020-05-14 10:49:52"
"2020-05-14","Klaipėdos universitetinės ligoninės laboratorija",658,286,640,284,18,0,NA,NA,90,60,"2020-05-15 13:34:06"
"2020-05-14","LSMU ligoninės Kauno klinikų laboratorija",2265,900,2265,900,0,0,NA,NA,0,0,"2020-05-15 13:34:06"
"2020-05-14","Nacionalinė visuomenės sveikatos priežiūros laboratorija",595,38,593,38,2,0,NA,NA,225,0,"2020-05-15 13:34:06"
"2020-05-14","Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",651,651,646,646,5,3,NA,NA,200,200,"2020-05-15 13:34:06"
"2020-05-14","Nacionalinio vėžio instituto laboratorija",544,80,544,80,0,0,NA,NA,161,0,"2020-05-15 13:34:06"
"2020-05-14","Respublikinės Panevėžio ligoninės laboratorija",24,0,24,0,0,0,NA,NA,0,0,"2020-05-15 13:34:06"
"2020-05-14","Respublikinės Šiaulių ligoninės laboratorija",595,130,595,130,0,0,NA,NA,100,41,"2020-05-15 13:34:06"
"2020-05-14","UAB „Baltic Medics“",307,279,307,279,0,0,NA,NA,5,0,"2020-05-15 13:34:06"
"2020-05-14","UAB „Diagnostikos laboratorija“ („Antėja“)",751,151,751,151,0,0,NA,NA,362,179,"2020-05-15 13:34:06"
"2020-05-14","UAB „Invitro diagnostika“",227,32,227,32,0,0,NA,NA,0,0,"2020-05-15 13:34:06"
"2020-05-14","UAB „Medicina practica laboratorija“",325,0,325,0,0,0,NA,NA,110,0,"2020-05-15 13:34:06"
"2020-05-14","UAB „SK Impeks Medicinos diagnostikos centras“",90,0,90,0,0,0,NA,NA,40,0,"2020-05-15 13:34:06"
"2020-05-14","VU Gyvybės mokslų centras",186,0,186,0,0,0,NA,NA,99,0,"2020-05-15 13:34:06"
"2020-05-14","VU ligoninės Santaros klinikų laboratorija",776,0,760,0,16,0,NA,NA,16,0,"2020-05-15 13:34:06"
"2020-05-15","Klaipėdos universitetinės ligoninės laboratorija",658,174,648,169,10,1,NA,NA,50,0,"2020-05-16 18:56:09"
"2020-05-15","LSMU ligoninės Kauno klinikų laboratorija",1786,516,1785,516,1,0,NA,NA,0,0,"2020-05-16 18:56:09"
"2020-05-15","Nacionalinė visuomenės sveikatos priežiūros laboratorija",608,139,608,139,0,0,NA,NA,225,119,"2020-05-16 18:56:09"
"2020-05-15","Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",737,634,729,630,8,3,NA,NA,200,200,"2020-05-16 18:56:09"
"2020-05-15","Nacionalinio vėžio instituto laboratorija",490,78,490,78,0,0,NA,NA,234,0,"2020-05-16 18:56:09"
"2020-05-15","Respublikinės Panevėžio ligoninės laboratorija",94,0,94,0,0,0,NA,NA,0,0,"2020-05-16 18:56:09"
"2020-05-15","Respublikinės Šiaulių ligoninės laboratorija",792,168,792,168,0,0,NA,NA,0,0,"2020-05-16 18:56:09"
"2020-05-15","UAB „Baltic Medics“",220,215,220,215,0,0,NA,NA,5,0,"2020-05-16 18:56:09"
"2020-05-15","UAB „Diagnostikos laboratorija“ („Antėja“)",749,267,749,267,0,0,NA,NA,346,187,"2020-05-16 18:56:09"
"2020-05-15","UAB „Invitro diagnostika“",187,0,185,0,2,0,NA,NA,0,0,"2020-05-16 18:56:09"
"2020-05-15","UAB „Medicina practica laboratorija“",346,0,346,0,0,0,NA,NA,69,0,"2020-05-16 18:56:09"
"2020-05-15","UAB „SK Impeks Medicinos diagnostikos centras“",124,0,124,0,0,0,NA,NA,0,0,"2020-05-16 18:56:09"
"2020-05-15","VU Gyvybės mokslų centras",346,0,346,0,0,0,NA,NA,0,0,"2020-05-16 18:56:09"
"2020-05-15","VU ligoninės Santaros klinikų laboratorija",656,0,643,0,13,0,NA,NA,9,0,"2020-05-16 18:56:09"
"2020-05-16","Klaipėdos universitetinės ligoninės laboratorija",280,111,275,109,5,1,NA,NA,60,60,"2020-05-17 11:22:13"
"2020-05-16","LSMU ligoninės Kauno klinikų laboratorija",944,429,941,429,3,0,NA,NA,0,0,"2020-05-17 11:22:13"
"2020-05-16","Nacionalinė visuomenės sveikatos priežiūros laboratorija",606,119,606,119,0,0,NA,NA,215,80,"2020-05-17 11:22:13"
"2020-05-16","Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",735,735,731,731,4,3,NA,NA,0,0,"2020-05-17 11:22:13"
"2020-05-16","Nacionalinio vėžio instituto laboratorija",338,40,338,40,0,0,NA,NA,1,0,"2020-05-17 11:22:13"
"2020-05-16","Respublikinės Panevėžio ligoninės laboratorija",136,0,136,0,0,0,NA,NA,0,0,"2020-05-17 11:22:13"
"2020-05-16","Respublikinės Šiaulių ligoninės laboratorija",492,154,492,154,0,0,NA,NA,4,0,"2020-05-17 11:22:13"
"2020-05-16","UAB „Baltic Medics“",194,194,194,194,0,0,NA,NA,0,0,"2020-05-17 11:22:13"
"2020-05-16","UAB „Diagnostikos laboratorija“ („Antėja“)",461,296,461,296,0,0,NA,NA,720,720,"2020-05-17 11:22:13"
"2020-05-16","UAB „Medicina practica laboratorija“",284,0,284,0,0,0,NA,NA,22,0,"2020-05-17 11:22:13"
"2020-05-16","VU ligoninės Santaros klinikų laboratorija",216,0,209,0,7,0,NA,NA,14,0,"2020-05-17 11:22:13"
"2020-05-17","Klaipėdos universitetinės ligoninės laboratorija",223,118,220,116,3,0,NA,NA,0,0,"2020-05-19 09:18:46"
"2020-05-17","LSMU ligoninės Kauno klinikų laboratorija",640,287,637,287,3,0,NA,NA,0,0,"2020-05-19 09:18:46"
"2020-05-17","Nacionalinė visuomenės sveikatos priežiūros laboratorija",385,163,385,163,0,0,NA,NA,71,41,"2020-05-19 09:18:46"
"2020-05-17","Respublikinės Panevėžio ligoninės laboratorija",32,0,32,0,0,0,NA,NA,0,0,"2020-05-19 09:18:46"
"2020-05-17","Respublikinės Šiaulių ligoninės laboratorija",205,90,205,90,0,0,NA,NA,0,0,"2020-05-19 09:18:46"
"2020-05-17","UAB „Baltic Medics“",128,128,128,128,0,0,NA,NA,32,32,"2020-05-19 09:18:46"
"2020-05-17","UAB „Diagnostikos laboratorija“ („Antėja“)",469,469,468,468,1,0,NA,NA,673,673,"2020-05-19 09:18:46"
"2020-05-17","UAB „Medicina practica laboratorija“",22,0,22,0,0,0,NA,NA,4,0,"2020-05-19 09:18:46"
"2020-05-17","VU ligoninės Santaros klinikų laboratorija",274,0,263,0,11,0,NA,NA,6,0,"2020-05-19 09:18:46"
"2020-05-18","Klaipėdos universitetinės ligoninės laboratorija",527,132,524,132,3,0,NA,NA,0,0,"2020-05-19 15:28:27"
"2020-05-18","LSMU ligoninės Kauno klinikų laboratorija",1330,230,1328,230,2,0,NA,NA,150,100,"2020-05-19 15:28:27"
"2020-05-18","Nacionalinė visuomenės sveikatos priežiūros laboratorija",306,130,304,129,2,0,NA,NA,225,24,"2020-05-19 15:28:27"
"2020-05-18","Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",793,793,783,783,10,9,NA,NA,200,200,"2020-05-19 15:28:27"
"2020-05-18","Nacionalinio vėžio instituto laboratorija",546,348,546,348,0,0,NA,NA,348,0,"2020-05-19 15:28:27"
"2020-05-18","Respublikinės Panevėžio ligoninės laboratorija",57,0,57,0,0,0,NA,NA,0,0,"2020-05-19 15:28:27"
"2020-05-18","Respublikinės Šiaulių ligoninės laboratorija",473,119,473,119,0,0,NA,NA,0,0,"2020-05-19 15:28:27"
"2020-05-18","UAB „Baltic Medics“",273,272,273,272,0,0,NA,NA,0,0,"2020-05-19 15:28:27"
"2020-05-18","UAB „Diagnostikos laboratorija“ („Antėja“)",842,795,842,795,0,0,NA,NA,365,111,"2020-05-19 15:28:27"
"2020-05-18","UAB „Medicina practica laboratorija“",150,0,150,0,0,0,NA,NA,223,0,"2020-05-19 15:28:27"
"2020-05-18","UAB „SK Impeks Medicinos diagnostikos centras“",24,0,24,0,0,0,NA,NA,0,0,"2020-05-19 15:28:27"
"2020-05-18","VU Gyvybės mokslų centras",327,0,327,0,0,0,NA,NA,354,0,"2020-05-19 15:28:27"
"2020-05-18","VU ligoninės Santaros klinikų laboratorija",848,0,828,0,20,0,NA,NA,12,0,"2020-05-19 15:28:27"
"2020-05-19","Klaipėdos universitetinės ligoninės laboratorija",562,243,555,241,7,1,NA,NA,0,0,"2020-05-20 15:22:22"
"2020-05-19","LSMU ligoninės Kauno klinikų laboratorija",1939,510,1936,510,3,0,NA,NA,0,0,"2020-05-20 15:22:22"
"2020-05-19","Nacionalinė visuomenės sveikatos priežiūros laboratorija",599,109,590,109,9,0,NA,NA,250,0,"2020-05-20 15:22:22"
"2020-05-19","Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",622,621,619,618,3,2,NA,NA,200,200,"2020-05-20 15:22:22"
"2020-05-19","Nacionalinio vėžio instituto laboratorija",534,289,532,289,2,0,NA,NA,186,0,"2020-05-20 15:22:22"
"2020-05-19","Respublikinės Panevėžio ligoninės laboratorija",105,0,105,0,0,0,NA,NA,0,0,"2020-05-20 15:22:22"
"2020-05-19","Respublikinės Šiaulių ligoninės laboratorija",832,166,831,0,1,0,NA,NA,176,0,"2020-05-20 15:22:22"
"2020-05-19","UAB „Baltic Medics“",274,272,274,272,0,0,NA,NA,0,0,"2020-05-20 15:22:22"
"2020-05-19","UAB „Diagnostikos laboratorija“ („Antėja“)",657,225,657,225,0,0,NA,NA,155,47,"2020-05-20 15:22:22"
"2020-05-19","UAB „Medicina practica laboratorija“",328,40,328,40,0,0,NA,NA,151,0,"2020-05-20 15:22:22"
"2020-05-19","VU Gyvybės mokslų centras",670,0,670,0,0,0,NA,NA,162,0,"2020-05-20 15:22:22"
"2020-05-19","VU ligoninės Santaros klinikų laboratorija",858,0,844,0,14,0,NA,NA,4,0,"2020-05-20 15:22:22"
"2020-05-20","Klaipėdos universitetinės ligoninės laboratorija",546,151,542,150,4,0,NA,NA,0,0,"2020-05-21 12:34:47"
"2020-05-20","LSMU ligoninės Kauno klinikų laboratorija",1562,396,1560,395,2,1,NA,NA,70,50,"2020-05-21 12:34:47"
"2020-05-20","Nacionalinė visuomenės sveikatos priežiūros laboratorija",603,45,600,45,3,0,NA,NA,245,57,"2020-05-21 12:34:47"
"2020-05-20","Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",744,556,736,549,8,7,NA,NA,133,133,"2020-05-21 12:34:47"
"2020-05-20","Nacionalinio vėžio instituto laboratorija",541,80,541,80,0,0,NA,NA,19,0,"2020-05-21 12:34:47"
"2020-05-20","Respublikinės Panevėžio ligoninės laboratorija",39,0,39,0,0,0,NA,NA,0,0,"2020-05-21 12:34:47"
"2020-05-20","Respublikinės Šiaulių ligoninės laboratorija",1011,222,1011,222,0,0,NA,NA,0,0,"2020-05-21 12:34:47"
"2020-05-20","UAB „Baltic Medics“",342,339,340,337,2,1,NA,NA,0,0,"2020-05-21 12:34:47"
"2020-05-20","UAB „Diagnostikos laboratorija“ („Antėja“)",542,47,542,47,0,0,NA,NA,20,47,"2020-05-21 12:34:47"
"2020-05-20","UAB „Medicina practica laboratorija“",491,170,490,169,1,1,NA,NA,58,0,"2020-05-21 12:34:47"
"2020-05-20","UAB „SK Impeks Medicinos diagnostikos centras“",92,0,92,0,0,0,NA,NA,5,0,"2020-05-21 12:34:47"
"2020-05-20","VU Gyvybės mokslų centras",162,0,162,0,0,0,NA,NA,0,0,"2020-05-21 12:34:47"
"2020-05-20","VU ligoninės Santaros klinikų laboratorija",749,0,727,0,22,0,NA,NA,12,0,"2020-05-21 12:34:47"
"2020-05-21","Klaipėdos universitetinės ligoninės laboratorija",463,149,460,148,3,1,NA,NA,0,0,"2020-05-22 11:03:32"
"2020-05-21","LSMU ligoninės Kauno klinikų laboratorija",1393,379,1390,379,3,0,NA,NA,0,0,"2020-05-22 11:03:32"
"2020-05-21","Nacionalinė visuomenės sveikatos priežiūros laboratorija",604,57,602,56,2,0,NA,NA,230,87,"2020-05-22 11:03:32"
"2020-05-21","Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",471,428,466,423,5,2,NA,NA,137,133,"2020-05-22 11:03:32"
"2020-05-21","Nacionalinio vėžio instituto laboratorija",365,34,363,34,2,0,NA,NA,8,0,"2020-05-22 11:03:32"
"2020-05-21","Respublikinės Panevėžio ligoninės laboratorija",80,0,80,0,0,0,NA,NA,0,0,"2020-05-22 11:03:32"
"2020-05-21","Respublikinės Šiaulių ligoninės laboratorija",803,145,803,145,0,0,NA,NA,0,0,"2020-05-22 11:03:32"
"2020-05-21","UAB „Baltic Medics“",241,186,241,186,0,0,NA,NA,0,0,"2020-05-22 11:03:32"
"2020-05-21","UAB „Diagnostikos laboratorija“ („Antėja“)",324,59,324,59,0,0,NA,NA,0,0,"2020-05-22 11:03:32"
"2020-05-21","UAB „Medicina practica laboratorija“",385,49,385,49,0,0,NA,NA,49,0,"2020-05-22 11:03:32"
"2020-05-21","UAB „SK Impeks Medicinos diagnostikos centras“",56,0,56,30,0,0,NA,NA,3,0,"2020-05-22 11:03:32"
"2020-05-21","VU ligoninės Santaros klinikų laboratorija",854,0,840,0,14,0,NA,NA,15,0,"2020-05-22 11:03:32"
"2020-05-22","Klaipėdos universitetinės ligoninės laboratorija",425,163,418,159,7,0,NA,NA,0,0,"2020-05-23 14:58:31"
"2020-05-22","LSMU ligoninės Kauno klinikų laboratorija",1442,342,1442,342,0,0,NA,NA,0,0,"2020-05-23 14:58:31"
"2020-05-22","Nacionalinė visuomenės sveikatos priežiūros laboratorija",603,86,603,86,0,0,NA,NA,250,56,"2020-05-23 14:58:31"
"2020-05-22","Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",417,417,409,409,8,0,NA,NA,137,133,"2020-05-23 14:58:31"
"2020-05-22","Nacionalinio vėžio instituto laboratorija",303,46,301,46,2,0,NA,NA,3,0,"2020-05-23 14:58:31"
"2020-05-22","Respublikinės Panevėžio ligoninės laboratorija",72,0,72,0,0,0,NA,NA,0,0,"2020-05-23 14:58:31"
"2020-05-22","Respublikinės Šiaulių ligoninės laboratorija",596,168,595,168,1,0,NA,NA,42,0,"2020-05-23 14:58:31"
"2020-05-22","UAB „Baltic Medics“",232,222,232,222,0,0,NA,NA,0,0,"2020-05-23 14:58:31"
"2020-05-22","UAB „Diagnostikos laboratorija“ („Antėja“)",375,5,375,5,0,0,NA,NA,90,25,"2020-05-23 14:58:31"
"2020-05-22","UAB „Invitro diagnostika“",79,0,79,0,0,0,NA,NA,0,0,"2020-05-23 14:58:31"
"2020-05-22","UAB „Medicina practica laboratorija“",327,107,327,107,0,0,NA,NA,63,0,"2020-05-23 14:58:31"
"2020-05-22","UAB „SK Impeks Medicinos diagnostikos centras“",8,0,8,0,0,0,NA,NA,0,0,"2020-05-23 14:58:31"
"2020-05-22","VU Gyvybės mokslų centras",0,0,0,0,0,0,NA,NA,0,0,"2020-05-23 14:58:31"
"2020-05-22","VU ligoninės Santaros klinikų laboratorija",960,0,953,0,7,6,NA,NA,8,0,"2020-05-23 14:58:31"
"2020-05-24","Klaipėdos universitetinės ligoninės laboratorija",275,142,273,141,2,0,NA,NA,0,0,"2020-05-25 10:58:24"
"2020-05-24","LSMU ligoninės Kauno klinikų laboratorija",460,203,459,203,1,0,NA,NA,0,0,"2020-05-25 10:58:24"
"2020-05-24","Nacionalinė visuomenės sveikatos priežiūros laboratorija",313,118,311,118,2,0,NA,NA,8,0,"2020-05-25 10:58:24"
"2020-05-24","Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",480,480,476,476,4,1,NA,NA,125,125,"2020-05-25 10:58:24"
"2020-05-24","Respublikinės Panevėžio ligoninės laboratorija",37,0,37,0,0,0,NA,NA,0,0,"2020-05-25 10:58:24"
"2020-05-24","Respublikinės Šiaulių ligoninės laboratorija",153,0,153,0,0,0,NA,NA,0,0,"2020-05-25 10:58:24"
"2020-05-24","UAB „Medicina practica laboratorija“",182,49,182,49,0,0,NA,NA,17,0,"2020-05-25 10:58:24"
"2020-05-24","VU ligoninės Santaros klinikų laboratorija",270,0,263,0,7,0,NA,NA,3,0,"2020-05-25 10:58:24"
"2020-05-25","Klaipėdos universitetinės ligoninės laboratorija",419,153,415,151,4,0,NA,NA,0,0,"2020-05-26 10:32:09"
"2020-05-25","LSMU ligoninės Kauno klinikų laboratorija",1440,309,1440,309,0,0,NA,NA,91,50,"2020-05-26 10:32:09"
"2020-05-25","Nacionalinė visuomenės sveikatos priežiūros laboratorija",246,0,245,0,1,0,NA,NA,229,0,"2020-05-26 10:32:09"
"2020-05-25","Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",456,456,452,452,4,3,NA,NA,125,125,"2020-05-26 10:32:09"
"2020-05-25","Nacionalinio vėžio instituto laboratorija",357,38,357,38,0,0,NA,NA,4,2,"2020-05-26 10:32:09"
"2020-05-25","Respublikinės Panevėžio ligoninės laboratorija",69,0,69,0,0,0,NA,NA,0,0,"2020-05-26 10:32:09"
"2020-05-25","Respublikinės Šiaulių ligoninės laboratorija",503,15,503,15,0,0,NA,NA,0,0,"2020-05-26 10:32:09"
"2020-05-25","UAB „Baltic Medics“",55,54,55,54,0,0,NA,NA,0,0,"2020-05-26 10:32:09"
"2020-05-25","UAB „Diagnostikos laboratorija“ („Antėja“)",154,38,154,38,0,0,NA,NA,253,40,"2020-05-26 10:32:09"
"2020-05-25","UAB „Medicina practica laboratorija“",117,23,117,23,0,0,NA,NA,38,0,"2020-05-26 10:32:09"
"2020-05-25","UAB „SK Impeks Medicinos diagnostikos centras“",24,0,24,0,0,0,NA,NA,0,0,"2020-05-26 10:32:09"
"2020-05-25","VU Gyvybės mokslų centras",369,0,369,0,0,0,NA,NA,357,0,"2020-05-26 10:32:09"
"2020-05-25","VU ligoninės Santaros klinikų laboratorija",960,0,944,0,16,0,NA,NA,9,0,"2020-05-26 10:32:09"
"2020-05-26","Klaipėdos universitetinės ligoninės laboratorija",439,159,433,156,6,0,NA,NA,0,0,"2020-05-27 11:07:20"
"2020-05-26","LSMU ligoninės Kauno klinikų laboratorija",1425,393,1422,393,3,0,NA,NA,0,0,"2020-05-27 11:07:20"
"2020-05-26","Nacionalinė visuomenės sveikatos priežiūros laboratorija",561,181,561,181,0,0,NA,NA,229,0,"2020-05-27 11:07:20"
"2020-05-26","Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",424,424,420,420,4,4,NA,NA,186,186,"2020-05-27 11:07:20"
"2020-05-26","Nacionalinio vėžio instituto laboratorija",432,42,432,42,0,0,NA,NA,5,1,"2020-05-27 11:07:20"
"2020-05-26","Respublikinės Panevėžio ligoninės laboratorija",30,0,30,0,0,0,NA,NA,0,0,"2020-05-27 11:07:20"
"2020-05-26","Respublikinės Šiaulių ligoninės laboratorija",578,164,578,164,0,0,NA,NA,216,46,"2020-05-27 11:07:20"
"2020-05-26","UAB „Baltic Medics“",46,45,46,45,0,0,NA,NA,0,0,"2020-05-27 11:07:20"
"2020-05-26","UAB „Diagnostikos laboratorija“ („Antėja“)",376,48,375,48,1,0,NA,NA,259,44,"2020-05-27 11:07:20"
"2020-05-26","UAB „Medicina practica laboratorija“",335,110,335,110,0,0,NA,NA,78,0,"2020-05-27 11:07:20"
"2020-05-26","UAB „SK Impeks Medicinos diagnostikos centras“",24,0,24,0,0,0,NA,NA,0,0,"2020-05-27 11:07:20"
"2020-05-26","VU Gyvybės mokslų centras",618,0,618,0,0,0,NA,NA,233,0,"2020-05-27 11:07:20"
"2020-05-26","VU ligoninės Santaros klinikų laboratorija",886,0,869,0,17,0,NA,NA,4,0,"2020-05-27 11:07:20"
"2020-05-27","Klaipėdos universitetinės ligoninės laboratorija",468,205,465,203,3,0,NA,NA,0,0,"2020-05-28 14:35:29"
"2020-05-27","LSMU ligoninės Kauno klinikų laboratorija",1587,386,1586,386,1,0,NA,NA,0,0,"2020-05-28 14:35:29"
"2020-05-27","Nacionalinė visuomenės sveikatos priežiūros laboratorija",594,0,587,0,7,0,NA,NA,45,0,"2020-05-28 14:35:29"
"2020-05-27","Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",635,407,630,405,5,0,NA,NA,150,150,"2020-05-28 14:35:29"
"2020-05-27","Nacionalinio vėžio instituto laboratorija",364,31,364,31,0,0,NA,NA,28,0,"2020-05-28 14:35:29"
"2020-05-27","Respublikinės Panevėžio ligoninės laboratorija",75,0,75,0,0,0,NA,NA,0,0,"2020-05-28 14:35:29"
"2020-05-27","Respublikinės Šiaulių ligoninės laboratorija",924,295,924,295,0,0,NA,NA,0,0,"2020-05-28 14:35:29"
"2020-05-27","UAB „Baltic Medics“",58,43,58,43,0,0,NA,NA,0,0,"2020-05-28 14:35:29"
"2020-05-27","UAB „Diagnostikos laboratorija“ („Antėja“)",372,51,372,51,0,0,NA,NA,386,43,"2020-05-28 14:35:29"
"2020-05-27","UAB „Invitro diagnostika“",67,49,67,49,0,0,NA,NA,0,0,"2020-05-28 14:35:29"
"2020-05-27","UAB „Medicina practica laboratorija“",351,100,351,100,0,0,NA,NA,69,0,"2020-05-28 14:35:29"
"2020-05-27","UAB „SK Impeks Medicinos diagnostikos centras“",92,0,92,0,0,0,NA,NA,0,0,"2020-05-28 14:35:29"
"2020-05-27","VU Gyvybės mokslų centras",233,0,233,0,0,0,NA,NA,0,0,"2020-05-28 14:35:29"
"2020-05-27","VU ligoninės Santaros klinikų laboratorija",930,0,923,0,7,0,NA,NA,0,0,"2020-05-28 14:35:29"
