"day","laboratory","tested_all","tested_mobile","negative_all","negative_mobile","positive_all","positive_mobile","positive_retested","positive_new","not_tested","not_tested_mobile"
2020-07-21,"Nacionalinio vėžio instituto laboratorija",73,0,73,0,0,0,NA,NA,1,0
2020-07-21,"Respublikinės Panevėžio ligoninės laboratorija",42,0,42,0,0,0,NA,NA,0,0
2020-07-21,"Respublikinės Šiaulių ligoninės laboratorija",185,0,185,0,0,0,NA,NA,0,0
2020-07-21,"UAB „Baltic Medics“",29,0,29,0,0,0,NA,NA,0,0
2020-07-21,"UAB „Diagnostikos laboratorija“ („Antėja“)",163,31,163,31,0,0,NA,NA,114,0
2020-07-21,"UAB „Invitro diagnostika“",81,38,79,37,2,1,NA,NA,0,0
2020-07-21,"UAB „Medicina practica laboratorija“",260,52,257,50,3,2,NA,NA,0,0
2020-07-21,"UAB „SK Impeks Medicinos diagnostikos centras“",72,0,72,0,0,0,NA,NA,0,0
2020-07-21,"VU ligoninės Santaros klinikų laboratorija",917,0,915,0,2,0,NA,NA,3,0
2020-07-22,"Klaipėdos universitetinės ligoninės laboratorija",324,71,323,70,1,0,NA,NA,0,0
2020-07-22,"LSMU ligoninės Kauno klinikų laboratorija",1279,477,1274,472,5,5,NA,NA,0,0
2020-07-22,"Nacionalinė visuomenės sveikatos priežiūros laboratorija",309,10,309,10,0,0,NA,NA,35,0
2020-07-22,"Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",252,213,249,210,3,3,NA,NA,40,40
2020-07-22,"Nacionalinio vėžio instituto laboratorija",53,0,53,0,0,0,NA,NA,0,0
2020-07-22,"Respublikinės Panevėžio ligoninės laboratorija",33,0,33,0,0,0,NA,NA,0,0
2020-07-22,"Respublikinės Šiaulių ligoninės laboratorija",213,58,213,58,0,0,NA,NA,0,0
2020-07-22,"UAB „Baltic Medics“",60,39,60,39,0,0,NA,NA,0,0
2020-07-22,"UAB „Diagnostikos laboratorija“ („Antėja“)",281,19,281,19,0,0,NA,NA,106,0
2020-07-22,"UAB „Invitro diagnostika“",81,40,80,39,1,0,NA,NA,0,0
2020-07-22,"UAB „Medicina practica laboratorija“",216,63,215,62,1,1,NA,NA,0,0
2020-07-22,"UAB „SK Impeks Medicinos diagnostikos centras“",48,0,48,0,0,0,NA,NA,2,0
2020-07-22,"VU ligoninės Santaros klinikų laboratorija",847,0,845,0,2,0,NA,NA,0,0
2020-07-23,"Klaipėdos universitetinės ligoninės laboratorija",391,62,390,61,1,0,NA,NA,0,0
2020-07-23,"LSMU ligoninės Kauno klinikų laboratorija",901,297,889,285,12,12,NA,NA,0,0
2020-07-23,"Nacionalinė visuomenės sveikatos priežiūros laboratorija",304,3,304,3,0,0,NA,NA,45,0
2020-07-23,"Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",280,225,277,222,3,3,NA,NA,0,0
2020-07-23,"Nacionalinio vėžio instituto laboratorija",45,0,45,0,0,0,NA,NA,0,0
2020-07-23,"Respublikinės Panevėžio ligoninės laboratorija",36,0,36,0,0,0,NA,NA,0,0
2020-07-23,"Respublikinės Šiaulių ligoninės laboratorija",178,0,178,0,0,0,NA,NA,0,0
2020-07-23,"UAB „Baltic Medics“",35,12,35,12,0,0,NA,NA,0,0
2020-07-23,"UAB „Diagnostikos laboratorija“ („Antėja“)",171,29,171,29,0,0,NA,NA,173,0
2020-07-23,"UAB „Invitro diagnostika“",75,37,72,34,3,3,NA,NA,0,0
2020-07-23,"UAB „Medicina practica laboratorija“",215,50,214,49,1,1,NA,NA,0,0
2020-07-23,"UAB „SK Impeks Medicinos diagnostikos centras“",60,0,60,0,0,0,NA,NA,0,0
2020-07-23,"VU ligoninės Santaros klinikų laboratorija",689,0,685,0,4,0,NA,NA,2,0
2020-07-26,"Klaipėdos universitetinės ligoninės laboratorija",133,48,133,48,0,0,NA,NA,0,0
2020-07-26,"LSMU ligoninės Kauno klinikų laboratorija",527,250,524,247,3,3,NA,NA,0,0
2020-07-26,"Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",279,256,276,253,3,3,NA,NA,6,6
2020-07-26,"Respublikinės Panevėžio ligoninės laboratorija",48,0,48,0,0,0,NA,NA,0,0
2020-07-26,"Respublikinės Šiaulių ligoninės laboratorija",99,0,99,0,0,0,NA,NA,0,0
2020-07-26,"UAB „Medicina practica laboratorija“",15,0,15,0,0,0,NA,NA,0,0
2020-07-26,"VU ligoninės Santaros klinikų laboratorija",265,0,262,0,3,0,NA,NA,5,0
2020-07-27,"Klaipėdos universitetinės ligoninės laboratorija",407,82,406,81,1,1,NA,NA,0,0
2020-07-27,"LSMU ligoninės Kauno klinikų laboratorija",1082,334,1079,331,3,3,NA,NA,0,0
2020-07-27,"Nacionalinė visuomenės sveikatos priežiūros laboratorija",49,0,49,0,0,0,NA,NA,40,0
2020-07-27,"Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",186,92,186,92,0,0,NA,NA,54,54
2020-07-27,"Nacionalinio vėžio instituto laboratorija",106,0,106,0,0,0,NA,NA,0,0
2020-07-27,"Respublikinės Panevėžio ligoninės laboratorija",48,0,48,0,0,0,NA,NA,0,0
2020-07-27,"Respublikinės Šiaulių ligoninės laboratorija",186,53,186,53,0,0,NA,NA,0,0
2020-07-27,"UAB „Baltic Medics“",68,25,68,25,0,0,NA,NA,0,0
2020-07-27,"UAB „Diagnostikos laboratorija“ („Antėja“)",153,45,153,45,0,0,NA,NA,44,0
2020-07-27,"UAB „Medicina practica laboratorija“",226,47,223,44,3,3,NA,NA,25,0
2020-07-27,"UAB „SK Impeks Medicinos diagnostikos centras“",80,0,80,0,0,0,NA,NA,0,0
2020-07-27,"VU ligoninės Santaros klinikų laboratorija",773,0,768,0,5,0,NA,NA,1,0
2020-07-28,"Klaipėdos universitetinės ligoninės laboratorija",386,87,384,85,2,1,NA,NA,0,0
2020-07-28,"LSMU ligoninės Kauno klinikų laboratorija",1091,289,1086,288,5,1,NA,NA,0,0
2020-07-28,"Nacionalinė visuomenės sveikatos priežiūros laboratorija",246,0,244,0,2,0,NA,NA,45,0
2020-07-28,"Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",279,217,276,214,3,3,NA,NA,58,58
2020-07-28,"Nacionalinio vėžio instituto laboratorija",77,0,77,0,0,0,NA,NA,0,0
2020-07-28,"Respublikinės Panevėžio ligoninės laboratorija",170,0,170,0,0,0,NA,NA,0,0
2020-07-28,"Respublikinės Šiaulių ligoninės laboratorija",229,0,228,0,1,0,NA,NA,0,0
2020-07-28,"UAB „Baltic Medics“",42,0,42,0,0,0,NA,NA,0,0
2020-07-28,"UAB „Diagnostikos laboratorija“ („Antėja“)",238,23,238,23,0,0,NA,NA,119,18
2020-07-28,"UAB „Invitro diagnostika“",83,43,81,42,2,0,NA,NA,1,1
2020-07-28,"UAB „Medicina practica laboratorija“",259,51,249,42,10,9,NA,NA,20,0
2020-07-28,"UAB „SK Impeks Medicinos diagnostikos centras“",54,0,54,0,0,0,NA,NA,0,0
2020-07-28,"VU ligoninės Santaros klinikų laboratorija",888,0,871,0,17,0,NA,NA,4,0
2020-07-29,"Klaipėdos universitetinės ligoninės laboratorija",293,68,293,68,0,0,NA,NA,0,0
2020-07-29,"LSMU ligoninės Kauno klinikų laboratorija",1323,518,1318,517,5,1,NA,NA,0,0
2020-07-29,"Nacionalinė visuomenės sveikatos priežiūros laboratorija",342,2,341,2,1,0,NA,NA,45,0
2020-07-29,"Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",372,247,370,245,2,2,NA,NA,50,58
2020-07-29,"Nacionalinio vėžio instituto laboratorija",67,0,67,0,0,0,NA,NA,0,0
2020-07-29,"Respublikinės Panevėžio ligoninės laboratorija",144,0,144,0,0,0,NA,NA,0,0
2020-07-29,"Respublikinės Šiaulių ligoninės laboratorija",209,74,209,74,0,0,NA,NA,0,0
2020-07-29,"UAB „Baltic Medics“",76,39,76,39,0,0,NA,NA,0,0
2020-07-29,"UAB „Diagnostikos laboratorija“ („Antėja“)",262,43,262,43,0,0,NA,NA,46,0
2020-07-29,"UAB „Invitro diagnostika“",98,49,94,47,4,2,NA,NA,1,1
2020-07-29,"UAB „Medicina practica laboratorija“",347,142,342,138,5,4,NA,NA,24,0
2020-07-29,"UAB „SK Impeks Medicinos diagnostikos centras“",48,0,48,0,0,0,NA,NA,0,0
2020-07-29,"VU ligoninės Santaros klinikų laboratorija",754,0,751,0,3,0,NA,NA,0,0
2020-07-30,"Klaipėdos universitetinės ligoninės laboratorija",394,70,394,70,0,0,NA,NA,0,0
2020-07-30,"LSMU ligoninės Kauno klinikų laboratorija",1100,80,1093,78,7,2,NA,NA,250,250
2020-07-30,"Nacionalinė visuomenės sveikatos priežiūros laboratorija",340,32,340,32,0,0,NA,NA,50,0
2020-07-30,"Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",465,207,464,206,1,1,NA,NA,63,63
2020-07-30,"Nacionalinio vėžio instituto laboratorija",33,0,33,0,0,0,NA,NA,0,0
2020-07-30,"Respublikinės Panevėžio ligoninės laboratorija",149,0,149,0,0,0,NA,NA,0,0
2020-07-30,"Respublikinės Šiaulių ligoninės laboratorija",184,0,184,0,0,0,NA,NA,0,0
2020-07-30,"UAB „Baltic Medics“",27,0,27,0,0,0,NA,NA,0,0
2020-07-30,"UAB „Diagnostikos laboratorija“ („Antėja“)",208,19,206,19,2,0,NA,NA,116,6
2020-07-30,"UAB „Invitro diagnostika“",86,20,85,19,1,0,NA,NA,0,0
2020-07-30,"UAB „Medicina practica laboratorija“",371,142,371,142,0,0,NA,NA,30,0
2020-07-30,"UAB „SK Impeks Medicinos diagnostikos centras“",84,0,84,0,0,0,NA,NA,0,0
2020-07-30,"VU ligoninės Santaros klinikų laboratorija",691,0,687,0,4,0,NA,NA,1,0
2020-08-02,"Klaipėdos universitetinės ligoninės laboratorija",144,46,144,46,0,0,NA,NA,0,0
2020-08-02,"LSMU ligoninės Kauno klinikų laboratorija",434,212,428,206,6,5,NA,NA,0,0
2020-08-02,"Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",186,152,184,150,2,2,NA,NA,54,54
2020-08-02,"Respublikinės Panevėžio ligoninės laboratorija",54,0,54,0,0,0,NA,NA,0,0
2020-08-02,"Respublikinės Šiaulių ligoninės laboratorija",185,0,185,0,0,0,NA,NA,0,0
2020-08-02,"UAB „Medicina practica laboratorija“",140,138,138,136,2,2,NA,NA,3,0
2020-08-02,"VU ligoninės Santaros klinikų laboratorija",247,0,245,0,2,0,NA,NA,3,0
2020-08-03,"Klaipėdos universitetinės ligoninės laboratorija",477,86,477,86,0,0,NA,NA,0,0
2020-08-03,"LSMU ligoninės Kauno klinikų laboratorija",1073,159,1071,158,2,1,NA,NA,169,140
2020-08-03,"Nacionalinė visuomenės sveikatos priežiūros laboratorija",67,0,67,0,0,0,NA,NA,40,0
2020-08-03,"Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",372,253,371,252,1,1,NA,NA,0,0
2020-08-03,"Nacionalinio vėžio instituto laboratorija",100,0,100,0,0,0,NA,NA,1,0
2020-08-03,"Respublikinės Panevėžio ligoninės laboratorija",60,0,60,0,0,0,NA,NA,0,0
2020-08-03,"Respublikinės Šiaulių ligoninės laboratorija",190,68,188,67,2,1,NA,NA,0,0
2020-08-03,"UAB „Baltic Medics“",84,35,84,35,0,0,NA,NA,0,0
2020-08-03,"UAB „Diagnostikos laboratorija“ („Antėja“)",93,3,93,3,0,0,NA,NA,94,0
2020-08-03,"UAB „Medicina practica laboratorija“",246,51,243,48,3,2,NA,NA,43,23
2020-08-03,"UAB „SK Impeks Medicinos diagnostikos centras“",84,0,84,0,0,0,NA,NA,0,0
2020-08-03,"VU ligoninės Santaros klinikų laboratorija",943,24,932,24,11,0,NA,NA,9,0
2020-08-04,"Klaipėdos universitetinės ligoninės laboratorija",400,106,400,106,0,0,NA,NA,0,0
2020-08-04,"LSMU ligoninės Kauno klinikų laboratorija",1440,461,1429,456,11,5,NA,NA,0,0
2020-08-04,"Nacionalinė visuomenės sveikatos priežiūros laboratorija",247,0,247,0,0,0,NA,NA,45,0
2020-08-04,"Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",373,176,370,173,3,1,NA,NA,120,120
2020-08-04,"Respublikinės Panevėžio ligoninės laboratorija",133,0,133,0,0,0,NA,NA,0,0
2020-08-04,"Respublikinės Šiaulių ligoninės laboratorija",250,68,250,67,2,1,NA,NA,0,0
2020-08-04,"UAB „Baltic Medics“",42,42,42,42,0,0,NA,NA,0,0
2020-08-04,"UAB „Diagnostikos laboratorija“ („Antėja“)",278,9,277,9,1,0,NA,NA,99,20
2020-08-04,"UAB „Invitro diagnostika“",111,48,107,44,4,4,NA,NA,7,5
2020-08-04,"UAB „Medicina practica laboratorija“",577,142,575,141,2,1,NA,NA,7,1
2020-08-04,"UAB „SK Impeks Medicinos diagnostikos centras“",130,0,129,0,1,0,NA,NA,0,0
2020-08-04,"VU ligoninės Santaros klinikų laboratorija",878,0,878,0,0,0,NA,NA,2,0
2020-08-05,"Klaipėdos universitetinės ligoninės laboratorija",421,113,419,112,3,1,NA,NA,0,0
2020-08-05,"LSMU ligoninės Kauno klinikų laboratorija",1056,197,1051,197,5,5,NA,NA,0,0
2020-08-05,"Nacionalinė visuomenės sveikatos priežiūros laboratorija",344,42,344,42,0,0,NA,NA,0,0
2020-08-05,"Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",466,255,458,249,8,5,NA,NA,96,70
2020-08-05,"Nacionalinio vėžio instituto laboratorija",69,0,69,0,0,0,NA,NA,0,0
2020-08-05,"Respublikinės Panevėžio ligoninės laboratorija",167,0,167,0,0,0,NA,NA,0,0
2020-08-05,"Respublikinės Šiaulių ligoninės laboratorija",294,77,294,77,0,0,NA,NA,0,0
2020-08-05,"UAB „Baltic Medics“",101,69,101,69,0,0,NA,NA,0,0
2020-08-05,"UAB „Diagnostikos laboratorija“ („Antėja“)",132,29,132,29,0,0,NA,NA,116,44
2020-08-05,"UAB „Invitro diagnostika“",147,47,139,41,8,4,NA,NA,6,3
2020-08-05,"UAB „Medicina practica laboratorija“",381,143,377,140,4,3,NA,NA,23,10
2020-08-05,"UAB „SK Impeks Medicinos diagnostikos centras“",60,0,60,0,0,0,NA,NA,0,0
2020-08-05,"VU ligoninės Santaros klinikų laboratorija",769,0,761,0,8,0,NA,NA,7,0
2020-08-06,"Klaipėdos universitetinės ligoninės laboratorija",344,65,343,64,1,1,NA,NA,0,0
2020-08-06,"LSMU ligoninės Kauno klinikų laboratorija",1578,499,1553,478,25,19,NA,NA,0,0
2020-08-06,"Nacionalinė visuomenės sveikatos priežiūros laboratorija",344,0,344,0,0,0,NA,NA,0,0
2020-08-06,"Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",372,221,372,221,0,0,NA,NA,133,70
2020-08-06,"Respublikinės Panevėžio ligoninės laboratorija",114,0,114,0,0,0,NA,NA,0,0
2020-08-06,"Respublikinės Šiaulių ligoninės laboratorija",203,1,203,1,0,0,NA,NA,0,0
2020-08-06,"UAB „Baltic Medics“",64,11,64,11,0,0,NA,NA,0,0
2020-08-06,"UAB „Diagnostikos laboratorija“ („Antėja“)",218,49,217,49,1,0,NA,NA,140,17
2020-08-06,"UAB „Invitro diagnostika“",99,49,95,46,4,0,NA,NA,0,0
2020-08-06,"UAB „Medicina practica laboratorija“",395,97,387,96,8,1,NA,NA,27,14
2020-08-06,"UAB „SK Impeks Medicinos diagnostikos centras“",106,0,106,0,0,0,NA,NA,0,0
2020-08-06,"VU ligoninės Santaros klinikų laboratorija",741,0,736,0,5,0,NA,NA,6,0
2020-08-08,"Klaipėdos universitetinės ligoninės laboratorija",154,47,154,47,0,0,NA,NA,0,0
2020-08-08,"LSMU ligoninės Kauno klinikų laboratorija",573,268,557,257,16,11,NA,NA,0,0
2020-08-08,"Nacionalinė visuomenės sveikatos priežiūros laboratorija",176,0,175,0,1,0,NA,NA,40,0
2020-08-08,"Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",279,206,278,206,1,0,NA,NA,0,0
2020-08-08,"Respublikinės Panevėžio ligoninės laboratorija",50,0,50,0,0,0,NA,NA,0,0
2020-08-08,"Respublikinės Šiaulių ligoninės laboratorija",62,0,61,0,1,0,NA,NA,0,0
2020-08-08,"UAB „Baltic Medics“",27,3,27,3,0,0,NA,NA,0,0
2020-08-08,"UAB „Diagnostikos laboratorija“ („Antėja“)",162,19,162,19,0,0,NA,NA,0,0
2020-08-08,"UAB „Medicina practica laboratorija“",168,79,168,79,0,0,NA,NA,0,0
2020-08-08,"VU ligoninės Santaros klinikų laboratorija",197,0,196,0,1,0,NA,NA,7,0
2020-08-09,"Klaipėdos universitetinės ligoninės laboratorija",103,43,101,41,2,1,NA,NA,0,0
2020-08-09,"LSMU ligoninės Kauno klinikų laboratorija",543,284,535,279,8,5,NA,NA,0,0
2020-08-09,"Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",271,230,269,228,2,2,NA,NA,0,0
2020-08-09,"Respublikinės Panevėžio ligoninės laboratorija",29,0,29,0,0,0,NA,NA,0,0
2020-08-09,"Respublikinės Šiaulių ligoninės laboratorija",102,0,102,0,0,0,NA,NA,0,0
2020-08-09,"UAB „Diagnostikos laboratorija“ („Antėja“)",7,0,7,0,0,0,NA,NA,0,0
2020-08-09,"UAB „Invitro diagnostika“",2,0,2,0,0,0,NA,NA,0,0
2020-08-09,"UAB „Medicina practica laboratorija“",29,25,29,25,0,0,NA,NA,0,0
2020-08-09,"VU ligoninės Santaros klinikų laboratorija",278,0,275,0,3,0,NA,NA,16,0
2020-08-10,"Klaipėdos universitetinės ligoninės laboratorija",506,136,500,132,6,2,NA,NA,0,0
2020-08-10,"LSMU ligoninės Kauno klinikų laboratorija",1154,288,1140,276,14,11,NA,NA,0,0
2020-08-10,"Nacionalinė visuomenės sveikatos priežiūros laboratorija",71,15,71,15,0,0,NA,NA,30,0
2020-08-10,"Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",465,300,458,293,7,7,NA,NA,30,0
2020-08-10,"Nacionalinio vėžio instituto laboratorija",110,0,110,0,0,0,NA,NA,0,0
2020-08-10,"Respublikinės Panevėžio ligoninės laboratorija",71,0,71,0,0,0,NA,NA,0,0
2020-08-10,"Respublikinės Šiaulių ligoninės laboratorija",303,81,303,81,0,0,NA,NA,0,0
2020-08-10,"UAB „Baltic Medics“",84,33,84,33,0,0,NA,NA,0,0
2020-08-10,"UAB „Diagnostikos laboratorija“ („Antėja“)",103,2,103,2,0,0,NA,NA,104,0
2020-08-10,"UAB „Medicina practica laboratorija“",374,16,372,16,2,0,NA,NA,44,20
2020-08-10,"UAB „SK Impeks Medicinos diagnostikos centras“",144,0,144,0,0,0,NA,NA,10,0
2020-08-10,"VU ligoninės Santaros klinikų laboratorija",884,0,879,0,5,0,NA,NA,8,0
2020-08-11,"Klaipėdos universitetinės ligoninės laboratorija",424,94,416,87,8,6,NA,NA,0,0
2020-08-11,"LSMU ligoninės Kauno klinikų laboratorija",679,38,675,36,4,1,NA,NA,250,200
2020-08-11,"Nacionalinė visuomenės sveikatos priežiūros laboratorija",238,4,238,4,0,0,NA,NA,35,0
2020-08-11,"Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",465,302,461,298,4,3,NA,NA,0,0
2020-08-11,"Nacionalinio vėžio instituto laboratorija",0,0,0,0,0,0,NA,NA,0,0
2020-08-11,"Respublikinės Panevėžio ligoninės laboratorija",58,0,58,0,0,0,NA,NA,0,0
2020-08-11,"Respublikinės Šiaulių ligoninės laboratorija",188,1,187,0,1,1,NA,NA,0,0
2020-08-11,"UAB „Baltic Medics“",39,0,39,0,0,0,NA,NA,0,0
2020-08-11,"UAB „Diagnostikos laboratorija“ („Antėja“)",185,23,185,23,0,0,NA,NA,104,0
2020-08-11,"UAB „Invitro diagnostika“",132,54,128,54,4,0,NA,NA,0,0
2020-08-11,"UAB „Medicina practica laboratorija“",650,113,647,112,3,1,NA,NA,0,0
2020-08-11,"UAB „SK Impeks Medicinos diagnostikos centras“",72,0,72,0,0,0,NA,NA,10,0
2020-08-11,"VU ligoninės Santaros klinikų laboratorija",768,0,760,0,8,0,NA,NA,2,0
2020-08-12,"Klaipėdos universitetinės ligoninės laboratorija",389,108,386,106,3,2,NA,NA,0,0
2020-08-12,"LSMU ligoninės Kauno klinikų laboratorija",717,63,709,60,8,3,NA,NA,900,850
2020-08-12,"Nacionalinė visuomenės sveikatos priežiūros laboratorija",340,39,340,39,0,0,NA,NA,30,0
2020-08-12,"Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",465,318,465,318,0,0,NA,NA,30,0
2020-08-12,"Nacionalinio vėžio instituto laboratorija",93,0,93,0,0,0,NA,NA,0,0
2020-08-12,"Respublikinės Panevėžio ligoninės laboratorija",76,0,75,0,1,0,NA,NA,0,0
2020-08-12,"Respublikinės Šiaulių ligoninės laboratorija",379,78,377,76,2,2,NA,NA,0,0
2020-08-12,"UAB „Baltic Medics“",93,49,93,49,0,0,NA,NA,0,0
2020-08-12,"UAB „Diagnostikos laboratorija“ („Antėja“)",353,29,350,29,3,0,NA,NA,151,51
2020-08-12,"UAB „Invitro diagnostika“",136,49,130,47,6,1,NA,NA,0,0
2020-08-12,"UAB „Medicina practica laboratorija“",363,96,361,95,2,1,NA,NA,18,0
2020-08-12,"UAB „SK Impeks Medicinos diagnostikos centras“",84,0,84,0,0,0,NA,NA,0,0
2020-08-12,"VU ligoninės Santaros klinikų laboratorija",739,0,735,0,4,0,NA,NA,10,0
2020-08-13,"Klaipėdos universitetinės ligoninės laboratorija",453,109,448,105,5,4,NA,NA,0,0
2020-08-13,"LSMU ligoninės Kauno klinikų laboratorija",1212,59,1210,59,2,0,NA,NA,250,30
2020-08-13,"Nacionalinė visuomenės sveikatos priežiūros laboratorija",348,4,348,4,0,0,NA,NA,35,0
2020-08-13,"Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",373,298,367,293,6,5,NA,NA,16,0
2020-08-13,"Respublikinės Panevėžio ligoninės laboratorija",89,0,89,0,0,0,NA,NA,0,0
2020-08-13,"Respublikinės Šiaulių ligoninės laboratorija",218,0,218,0,0,0,NA,NA,0,0
2020-08-13,"UAB „Baltic Medics“",59,9,59,9,0,0,NA,NA,0,0
2020-08-13,"UAB „Diagnostikos laboratorija“ („Antėja“)",608,392,602,386,6,6,NA,NA,397,128
2020-08-13,"UAB „Invitro diagnostika“",136,40,128,40,8,0,NA,NA,1,0
2020-08-13,"UAB „Medicina practica laboratorija“",510,80,507,79,3,1,NA,NA,0,0
2020-08-13,"UAB „SK Impeks Medicinos diagnostikos centras“",103,0,103,0,0,0,NA,NA,0,0
2020-08-13,"VU ligoninės Santaros klinikų laboratorija",766,0,761,0,5,0,NA,NA,5,0
2020-08-16,"Klaipėdos universitetinės ligoninės laboratorija",168,48,164,44,4,1,NA,NA,0,0
2020-08-16,"LSMU ligoninės Kauno klinikų laboratorija",708,386,706,385,2,1,NA,NA,0,0
2020-08-16,"Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",279,258,262,241,17,16,NA,NA,20,20
2020-08-16,"Respublikinės Panevėžio ligoninės laboratorija",54,0,54,0,0,0,NA,NA,0,0
2020-08-16,"Respublikinės Šiaulių ligoninės laboratorija",117,0,116,0,1,0,NA,NA,0,0
2020-08-16,"UAB „Baltic Medics“",24,24,24,24,0,0,NA,NA,0,0
2020-08-16,"UAB „Diagnostikos laboratorija“ („Antėja“)",96,2,96,2,0,0,NA,NA,0,0
2020-08-16,"UAB „Medicina practica laboratorija“",40,2,37,2,3,0,NA,NA,0,0
2020-08-16,"VU ligoninės Santaros klinikų laboratorija",267,0,264,0,3,0,NA,NA,10,0
2020-08-17,"Klaipėdos universitetinės ligoninės laboratorija",454,75,454,75,0,0,NA,NA,0,0
2020-08-17,"LSMU ligoninės Kauno klinikų laboratorija",998,224,991,220,7,4,NA,NA,400,350
2020-08-17,"Nacionalinė visuomenės sveikatos priežiūros laboratorija",89,19,87,19,2,0,NA,NA,40,0
2020-08-17,"Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",465,321,462,319,3,2,NA,NA,26,0
2020-08-17,"Nacionalinio vėžio instituto laboratorija",104,0,104,0,0,0,NA,NA,0,0
2020-08-17,"Respublikinės Panevėžio ligoninės laboratorija",100,0,97,0,3,0,NA,NA,0,0
2020-08-17,"Respublikinės Šiaulių ligoninės laboratorija",301,59,301,59,0,0,NA,NA,0,0
2020-08-17,"UAB „Baltic Medics“",61,0,61,0,0,0,NA,NA,0,0
2020-08-17,"UAB „Diagnostikos laboratorija“ („Antėja“)",99,4,99,4,0,0,NA,NA,97,23
2020-08-17,"UAB „Invitro diagnostika“",23,0,23,0,0,0,NA,NA,3,0
2020-08-17,"UAB „Medicina practica laboratorija“",468,74,465,71,3,3,NA,NA,0,0
2020-08-17,"UAB „SK Impeks Medicinos diagnostikos centras“",96,0,96,0,0,0,NA,NA,0,0
2020-08-17,"VU ligoninės Santaros klinikų laboratorija",930,0,921,0,9,0,NA,NA,15,0
2020-08-18,"Klaipėdos universitetinės ligoninės laboratorija",562,186,559,183,3,3,NA,NA,0,0
2020-08-18,"LSMU ligoninės Kauno klinikų laboratorija",1350,489,1326,472,24,17,NA,NA,400,300
2020-08-18,"Nacionalinė visuomenės sveikatos priežiūros laboratorija",341,0,337,0,4,0,NA,NA,35,0
2020-08-18,"Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",372,264,366,258,6,5,NA,NA,63,0
2020-08-18,"Respublikinės Panevėžio ligoninės laboratorija",92,0,92,0,0,0,NA,NA,0,0
2020-08-18,"Respublikinės Šiaulių ligoninės laboratorija",351,95,349,95,2,0,NA,NA,0,0
2020-08-18,"UAB „Baltic Medics“",90,46,90,46,0,0,NA,NA,0,0
2020-08-18,"UAB „Diagnostikos laboratorija“ („Antėja“)",263,31,263,31,0,0,NA,NA,161,24
2020-08-18,"UAB „Invitro diagnostika“",134,55,133,55,1,0,NA,NA,0,0
2020-08-18,"UAB „Medicina practica laboratorija“",410,77,409,77,1,0,NA,NA,20,18
2020-08-18,"UAB „SK Impeks Medicinos diagnostikos centras“",67,0,67,0,0,0,NA,NA,0,0
2020-08-18,"VU ligoninės Santaros klinikų laboratorija",832,0,832,0,0,0,NA,NA,11,0
2020-08-19,"Klaipėdos universitetinės ligoninės laboratorija",433,155,429,152,4,2,NA,NA,0,0
2020-08-19,"LSMU ligoninės Kauno klinikų laboratorija",1395,488,1388,483,7,5,NA,NA,319,319
2020-08-19,"Nacionalinė visuomenės sveikatos priežiūros laboratorija",332,26,331,26,1,0,NA,NA,35,0
2020-08-19,"Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",465,336,447,318,18,16,NA,NA,131,80
2020-08-19,"Nacionalinio vėžio instituto laboratorija",103,0,103,0,0,0,NA,NA,0,0
2020-08-19,"Respublikinės Panevėžio ligoninės laboratorija",75,0,74,0,1,0,NA,NA,0,0
2020-08-19,"Respublikinės Šiaulių ligoninės laboratorija",313,79,313,79,0,0,NA,NA,0,0
2020-08-19,"UAB „Baltic Medics“",38,0,38,0,0,0,NA,NA,0,0
2020-08-19,"UAB „Diagnostikos laboratorija“ („Antėja“)",455,250,452,247,3,3,NA,NA,311,92
2020-08-19,"UAB „Invitro diagnostika“",120,52,114,46,6,3,NA,NA,1,0
2020-08-19,"UAB „Medicina practica laboratorija“",412,70,409,70,3,0,NA,NA,22,20
