"lab_name","test_performed","test_type","tests_positive","tests_negative","gmp_indication"
"Viešoji įstaiga Respublikinė Klaipėdos ligoninė","2021-01-04T00:00:00Z","1557",2,4,"profilaktika"
"Viešoji įstaiga Respublikinė Klaipėdos ligoninė","2021-01-04T00:00:00Z","1477",3,4,"profilaktika"
"Viešoji įstaiga Respublikinė Panevėžio ligoninė","2021-01-04T00:00:00Z","1477",15,102,"profilaktika"
"Viešoji įstaiga Respublikinė Šiaulių ligoninė","2021-01-04T00:00:00Z","1477",54,768,"profilaktika"
"Viešoji įstaiga Respublikinė Šiaulių ligoninė","2021-01-04T00:00:00Z","1557",11,17,"profilaktika"
"Viešoji įstaiga Respublikinė Vilniaus universitetinė ligoninė","2021-01-04T00:00:00Z","1477",0,8,"profilaktika"
"Viešoji įstaiga Respublikinė Vilniaus universitetinė ligoninė","2021-01-04T00:00:00Z","1537",1,14,"profilaktika"
"Viešoji įstaiga Respublikinė Vilniaus universitetinė ligoninė","2021-01-04T00:00:00Z","1557",1,0,"profilaktika"
"Viešoji įstaiga Tauragės ligoninė","2021-01-04T00:00:00Z","1557",3,3,"profilaktika"
"Viešoji įstaiga Tauragės ligoninė","2021-01-04T00:00:00Z","1477",0,1,"profilaktika"
"Viešoji įstaiga Vilniaus miesto klinikinė ligoninė","2021-01-04T00:00:00Z","1477",0,1,"profilaktika"
"Viešoji įstaiga Vilniaus universiteto ligoninė Santaros klinikos","2021-01-04T00:00:00Z","1477",130,1603,"profilaktika"
"Viešoji įstaiga Vilniaus universiteto ligoninė Santaros klinikos","2021-01-04T00:00:00Z","1537",3,6,"profilaktika"
"Viešoji įstaiga Vilniaus universiteto ligoninė Santaros klinikos","2021-01-04T00:00:00Z","1557",7,9,"profilaktika"
"Vilniaus universitetas","2021-01-04T00:00:00Z","1477",81,316,"profilaktika"
"Lietuvos sveikatos mokslų universiteto ligoninė Kauno klinikos","2021-01-05T00:00:00Z","1557",0,1,"profilaktika"
"Lietuvos sveikatos mokslų universiteto ligoninė Kauno klinikos","2021-01-05T00:00:00Z","1477",53,974,"profilaktika"
"Nacionalinė visuomenės sveikatos priežiūros laboratorija","2021-01-05T00:00:00Z","1477",104,233,"profilaktika"
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas","2021-01-05T00:00:00Z","1477",457,655,"profilaktika"
"Nacionalinis vėžio institutas","2021-01-05T00:00:00Z","1537",0,1,"profilaktika"
"Nacionalinis vėžio institutas","2021-01-05T00:00:00Z","1477",38,183,"profilaktika"
"SYNLAB Lietuva UAB","2021-01-05T00:00:00Z","1477",34,114,"profilaktika"
"SYNLAB Lietuva UAB","2021-01-05T00:00:00Z","1537",0,1,"profilaktika"
"SYNLAB Lietuva UAB","2021-01-05T00:00:00Z","1557",0,1,"profilaktika"
"UAB ""Baltic Medics""","2021-01-05T00:00:00Z","1477",163,746,"profilaktika"
"UAB ""Baltic Medics""","2021-01-05T00:00:00Z","1557",1,0,"profilaktika"
"UAB ""Rezus.lt""","2021-01-05T00:00:00Z","1477",137,518,"profilaktika"
"UAB ""Rezus.lt""","2021-01-05T00:00:00Z","1557",1,23,"profilaktika"
"UAB ""SK IMPEKS MEDICINOS DIAGNOSTIKOS CENTRAS""","2021-01-05T00:00:00Z","1477",33,186,"profilaktika"
"UAB Diagnostikos laboratorija","2021-01-05T00:00:00Z","1477",477,3060,"profilaktika"
"UAB InMedica","2021-01-05T00:00:00Z","1477",337,1012,"profilaktika"
"UAB InMedica","2021-01-05T00:00:00Z","1557",2,82,"profilaktika"
"UAB Medicina practica laboratorija","2021-01-05T00:00:00Z","1477",300,2481,"profilaktika"
"UAB Medicina practica laboratorija","2021-01-05T00:00:00Z","1557",2,9,"profilaktika"
"UAB Medicina practica laboratorija","2021-01-05T00:00:00Z","1537",0,1,"profilaktika"
"Viešoji įstaiga Klaipėdos universitetinė ligoninė","2021-01-05T00:00:00Z","1477",181,568,"profilaktika"
"Viešoji įstaiga KLAIPĖDOS VAIKŲ LIGONINĖ","2021-01-05T00:00:00Z","1477",0,5,"profilaktika"
"Viešoji įstaiga Regioninė Telšių ligoninė","2021-01-05T00:00:00Z","1477",0,4,"profilaktika"
"Viešoji įstaiga Respublikinė Klaipėdos ligoninė","2021-01-05T00:00:00Z","1477",2,4,"profilaktika"
"Viešoji įstaiga Respublikinė Klaipėdos ligoninė","2021-01-05T00:00:00Z","1557",10,14,"profilaktika"
"Viešoji įstaiga Respublikinė Panevėžio ligoninė","2021-01-05T00:00:00Z","1477",22,134,"profilaktika"
"Viešoji įstaiga Respublikinė Šiaulių ligoninė","2021-01-05T00:00:00Z","1477",72,570,"profilaktika"
"Viešoji įstaiga Respublikinė Šiaulių ligoninė","2021-01-05T00:00:00Z","1557",7,6,"profilaktika"
"Viešoji įstaiga Respublikinė Vilniaus universitetinė ligoninė","2021-01-05T00:00:00Z","1477",0,6,"profilaktika"
"Viešoji įstaiga Respublikinė Vilniaus universitetinė ligoninė","2021-01-05T00:00:00Z","1537",0,8,"profilaktika"
"Viešoji įstaiga Tauragės ligoninė","2021-01-05T00:00:00Z","1557",3,2,"profilaktika"
"Viešoji įstaiga Tauragės ligoninė","2021-01-05T00:00:00Z","1477",0,1,"profilaktika"
"Viešoji įstaiga Vilniaus universiteto ligoninė Santaros klinikos","2021-01-05T00:00:00Z","1537",11,14,"profilaktika"
"Viešoji įstaiga Vilniaus universiteto ligoninė Santaros klinikos","2021-01-05T00:00:00Z","1557",12,15,"profilaktika"
"Viešoji įstaiga Vilniaus universiteto ligoninė Santaros klinikos","2021-01-05T00:00:00Z","1477",82,1538,"profilaktika"
"Vilniaus universitetas","2021-01-05T00:00:00Z","1477",109,123,"profilaktika"
"Lietuvos sveikatos mokslų universiteto ligoninė Kauno klinikos","2021-01-06T00:00:00Z","1477",28,470,"profilaktika"
"Lietuvos sveikatos mokslų universiteto ligoninė Kauno klinikos","2021-01-06T00:00:00Z","1557",0,1,"profilaktika"
"Nacionalinė visuomenės sveikatos priežiūros laboratorija","2021-01-06T00:00:00Z","1477",27,293,"profilaktika"
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas","2021-01-06T00:00:00Z","1477",321,657,"profilaktika"
"Nacionalinis vėžio institutas","2021-01-06T00:00:00Z","1477",37,210,"profilaktika"
"SYNLAB Lietuva UAB","2021-01-06T00:00:00Z","1557",0,1,"profilaktika"
"SYNLAB Lietuva UAB","2021-01-06T00:00:00Z","1477",58,56,"profilaktika"
"UAB ""Baltic Medics""","2021-01-06T00:00:00Z","1477",162,859,"profilaktika"
"UAB ""Rezus.lt""","2021-01-06T00:00:00Z","1477",48,156,"profilaktika"
"UAB ""Rezus.lt""","2021-01-06T00:00:00Z","1557",3,241,"profilaktika"
"UAB ""SK IMPEKS MEDICINOS DIAGNOSTIKOS CENTRAS""","2021-01-06T00:00:00Z","1477",6,195,"profilaktika"
"UAB Diagnostikos laboratorija","2021-01-06T00:00:00Z","1477",458,3033,"profilaktika"
"UAB InMedica","2021-01-06T00:00:00Z","1477",312,827,"profilaktika"
"UAB InMedica","2021-01-06T00:00:00Z","1557",1,53,"profilaktika"
"UAB Medicina practica laboratorija","2021-01-06T00:00:00Z","1557",1,17,"profilaktika"
"UAB Medicina practica laboratorija","2021-01-06T00:00:00Z","1477",311,2535,"profilaktika"
"UAB Medicina practica laboratorija","2021-01-06T00:00:00Z","1537",0,1,"profilaktika"
"Viešoji įstaiga Klaipėdos universitetinė ligoninė","2021-01-06T00:00:00Z","1477",165,487,"profilaktika"
"Viešoji įstaiga KLAIPĖDOS VAIKŲ LIGONINĖ","2021-01-06T00:00:00Z","1477",0,1,"profilaktika"
"Viešoji įstaiga Regioninė Telšių ligoninė","2021-01-06T00:00:00Z","1477",0,1,"profilaktika"
"Viešoji įstaiga Regioninė Telšių ligoninė","2021-01-06T00:00:00Z","1557",0,2,"profilaktika"
"Viešoji įstaiga Respublikinė Klaipėdos ligoninė","2021-01-06T00:00:00Z","1557",7,23,"profilaktika"
"Viešoji įstaiga Respublikinė Klaipėdos ligoninė","2021-01-06T00:00:00Z","1477",4,4,"profilaktika"
"Viešoji įstaiga Respublikinė Panevėžio ligoninė","2021-01-06T00:00:00Z","1477",11,90,"profilaktika"
"Viešoji įstaiga Respublikinė Šiaulių ligoninė","2021-01-06T00:00:00Z","1557",6,6,"profilaktika"
"Viešoji įstaiga Respublikinė Šiaulių ligoninė","2021-01-06T00:00:00Z","1477",92,726,"profilaktika"
"Viešoji įstaiga Respublikinė Vilniaus universitetinė ligoninė","2021-01-06T00:00:00Z","1537",0,9,"profilaktika"
"Viešoji įstaiga Respublikinė Vilniaus universitetinė ligoninė","2021-01-06T00:00:00Z","1477",0,3,"profilaktika"
"Viešoji įstaiga Tauragės ligoninė","2021-01-06T00:00:00Z","1557",0,6,"profilaktika"
"Viešoji įstaiga Vilniaus miesto klinikinė ligoninė","2021-01-06T00:00:00Z","1557",0,1,"profilaktika"
"Viešoji įstaiga Vilniaus miesto klinikinė ligoninė","2021-01-06T00:00:00Z","1477",0,2,"profilaktika"
"Viešoji įstaiga Vilniaus universiteto ligoninė Santaros klinikos","2021-01-06T00:00:00Z","1557",20,10,"profilaktika"
"Viešoji įstaiga Vilniaus universiteto ligoninė Santaros klinikos","2021-01-06T00:00:00Z","1537",4,9,"profilaktika"
"Viešoji įstaiga Vilniaus universiteto ligoninė Santaros klinikos","2021-01-06T00:00:00Z","1477",120,1297,"profilaktika"
"Vilniaus universitetas","2021-01-06T00:00:00Z","1477",39,95,"profilaktika"
"Lietuvos sveikatos mokslų universiteto ligoninė Kauno klinikos","2021-01-07T00:00:00Z","1477",23,486,"profilaktika"
"Lietuvos sveikatos mokslų universiteto ligoninė Kauno klinikos","2021-01-07T00:00:00Z","1557",0,1,"profilaktika"
"Nacionalinė visuomenės sveikatos priežiūros laboratorija","2021-01-07T00:00:00Z","1477",61,285,"profilaktika"
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas","2021-01-07T00:00:00Z","1477",409,892,"profilaktika"
"Nacionalinis vėžio institutas","2021-01-07T00:00:00Z","1477",49,142,"profilaktika"
"SYNLAB Lietuva UAB","2021-01-07T00:00:00Z","1557",0,3,"profilaktika"
"SYNLAB Lietuva UAB","2021-01-07T00:00:00Z","1477",39,189,"profilaktika"
"UAB ""Baltic Medics""","2021-01-07T00:00:00Z","1537",0,1,"profilaktika"
"UAB ""Baltic Medics""","2021-01-07T00:00:00Z","1477",120,671,"profilaktika"
"UAB ""Rezus.lt""","2021-01-07T00:00:00Z","1557",3,148,"profilaktika"
"UAB ""Rezus.lt""","2021-01-07T00:00:00Z","1477",125,419,"profilaktika"
"UAB ""SK IMPEKS MEDICINOS DIAGNOSTIKOS CENTRAS""","2021-01-07T00:00:00Z","1477",7,114,"profilaktika"
"UAB Diagnostikos laboratorija","2021-01-07T00:00:00Z","1477",270,1890,"profilaktika"
"UAB InMedica","2021-01-07T00:00:00Z","1557",1,22,"profilaktika"
"UAB InMedica","2021-01-07T00:00:00Z","1477",181,792,"profilaktika"
"UAB Medicina practica laboratorija","2021-01-07T00:00:00Z","1557",1,10,"profilaktika"
"UAB Medicina practica laboratorija","2021-01-07T00:00:00Z","1477",245,2556,"profilaktika"
"Viešoji įstaiga Klaipėdos universitetinė ligoninė","2021-01-07T00:00:00Z","1477",183,468,"profilaktika"
"Viešoji įstaiga KLAIPĖDOS VAIKŲ LIGONINĖ","2021-01-07T00:00:00Z","1477",0,2,"profilaktika"
"Viešoji įstaiga Regioninė Telšių ligoninė","2021-01-07T00:00:00Z","1557",1,6,"profilaktika"
"Viešoji įstaiga Regioninė Telšių ligoninė","2021-01-07T00:00:00Z","1477",1,1,"profilaktika"
"Viešoji įstaiga Respublikinė Klaipėdos ligoninė","2021-01-07T00:00:00Z","1477",1,3,"profilaktika"
"Viešoji įstaiga Respublikinė Klaipėdos ligoninė","2021-01-07T00:00:00Z","1557",3,4,"profilaktika"
"Viešoji įstaiga Respublikinė Panevėžio ligoninė","2021-01-07T00:00:00Z","1477",20,85,"profilaktika"
"Viešoji įstaiga Respublikinė Šiaulių ligoninė","2021-01-07T00:00:00Z","1557",10,6,"profilaktika"
"Viešoji įstaiga Respublikinė Šiaulių ligoninė","2021-01-07T00:00:00Z","1477",80,537,"profilaktika"
"Viešoji įstaiga Respublikinė Vilniaus universitetinė ligoninė","2021-01-07T00:00:00Z","1477",0,3,"profilaktika"
"Viešoji įstaiga Respublikinė Vilniaus universitetinė ligoninė","2021-01-07T00:00:00Z","1557",0,2,"profilaktika"
"Viešoji įstaiga Respublikinė Vilniaus universitetinė ligoninė","2021-01-07T00:00:00Z","1537",1,8,"profilaktika"
"Viešoji įstaiga Tauragės ligoninė","2021-01-07T00:00:00Z","1557",2,13,"profilaktika"
"Viešoji įstaiga Vilniaus miesto klinikinė ligoninė","2021-01-07T00:00:00Z","1477",0,10,"profilaktika"
"Viešoji įstaiga Vilniaus universiteto ligoninė Santaros klinikos","2021-01-07T00:00:00Z","1477",81,1021,"profilaktika"
"Viešoji įstaiga Vilniaus universiteto ligoninė Santaros klinikos","2021-01-07T00:00:00Z","1537",4,15,"profilaktika"
"Viešoji įstaiga Vilniaus universiteto ligoninė Santaros klinikos","2021-01-07T00:00:00Z","1557",5,15,"profilaktika"
"Vilniaus universitetas","2021-01-07T00:00:00Z","1477",69,342,"profilaktika"
"Lietuvos sveikatos mokslų universiteto ligoninė Kauno klinikos","2021-01-08T00:00:00Z","1557",0,4,"profilaktika"
"Lietuvos sveikatos mokslų universiteto ligoninė Kauno klinikos","2021-01-08T00:00:00Z","1477",28,780,"profilaktika"
"Nacionalinė visuomenės sveikatos priežiūros laboratorija","2021-01-08T00:00:00Z","1477",75,259,"profilaktika"
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas","2021-01-08T00:00:00Z","1477",230,748,"profilaktika"
"Nacionalinis vėžio institutas","2021-01-08T00:00:00Z","1477",24,102,"profilaktika"
"SYNLAB Lietuva UAB","2021-01-08T00:00:00Z","1477",26,320,"profilaktika"
"SYNLAB Lietuva UAB","2021-01-08T00:00:00Z","1557",0,3,"profilaktika"
"UAB ""Baltic Medics""","2021-01-08T00:00:00Z","1477",150,782,"profilaktika"
"UAB ""Rezus.lt""","2021-01-08T00:00:00Z","1477",97,420,"profilaktika"
"UAB ""Rezus.lt""","2021-01-08T00:00:00Z","1557",5,214,"profilaktika"
"UAB ""SK IMPEKS MEDICINOS DIAGNOSTIKOS CENTRAS""","2021-01-08T00:00:00Z","1477",5,184,"profilaktika"
"UAB Diagnostikos laboratorija","2021-01-08T00:00:00Z","1477",355,2464,"profilaktika"
"UAB InMedica","2021-01-08T00:00:00Z","1557",1,54,"profilaktika"
"UAB InMedica","2021-01-08T00:00:00Z","1477",145,798,"profilaktika"
"UAB Medicina practica laboratorija","2021-01-08T00:00:00Z","1557",1,30,"profilaktika"
"UAB Medicina practica laboratorija","2021-01-08T00:00:00Z","1537",1,3,"profilaktika"
"UAB Medicina practica laboratorija","2021-01-08T00:00:00Z","1477",236,2089,"profilaktika"
"Viešoji įstaiga Klaipėdos universitetinė ligoninė","2021-01-08T00:00:00Z","1477",156,449,"profilaktika"
"Viešoji įstaiga KLAIPĖDOS VAIKŲ LIGONINĖ","2021-01-08T00:00:00Z","1477",0,1,"profilaktika"
"Viešoji įstaiga Regioninė Telšių ligoninė","2021-01-08T00:00:00Z","1557",2,4,"profilaktika"
"Viešoji įstaiga Regioninė Telšių ligoninė","2021-01-08T00:00:00Z","1477",0,1,"profilaktika"
"Viešoji įstaiga Respublikinė Klaipėdos ligoninė","2021-01-08T00:00:00Z","1477",0,1,"profilaktika"
"Viešoji įstaiga Respublikinė Panevėžio ligoninė","2021-01-08T00:00:00Z","1477",15,99,"profilaktika"
"Viešoji įstaiga Respublikinė Šiaulių ligoninė","2021-01-08T00:00:00Z","1557",9,5,"profilaktika"
"Viešoji įstaiga Respublikinė Šiaulių ligoninė","2021-01-08T00:00:00Z","1477",85,473,"profilaktika"
"Viešoji įstaiga Respublikinė Vilniaus universitetinė ligoninė","2021-01-08T00:00:00Z","1477",0,3,"profilaktika"
"Viešoji įstaiga Respublikinė Vilniaus universitetinė ligoninė","2021-01-08T00:00:00Z","1537",1,12,"profilaktika"
"Viešoji įstaiga Tauragės ligoninė","2021-01-08T00:00:00Z","1557",4,6,"profilaktika"
"Viešoji įstaiga Vilniaus miesto klinikinė ligoninė","2021-01-08T00:00:00Z","1477",0,7,"profilaktika"
"Viešoji įstaiga Vilniaus universiteto ligoninė Santaros klinikos","2021-01-08T00:00:00Z","1477",59,1036,"profilaktika"
"Viešoji įstaiga Vilniaus universiteto ligoninė Santaros klinikos","2021-01-08T00:00:00Z","1557",6,23,"profilaktika"
"Viešoji įstaiga Vilniaus universiteto ligoninė Santaros klinikos","2021-01-08T00:00:00Z","1537",7,20,"profilaktika"
"Vilniaus universitetas","2021-01-08T00:00:00Z","1477",24,141,"profilaktika"
"Lietuvos sveikatos mokslų universiteto ligoninė Kauno klinikos","2021-01-09T00:00:00Z","1557",0,12,"profilaktika"
"Lietuvos sveikatos mokslų universiteto ligoninė Kauno klinikos","2021-01-09T00:00:00Z","1477",18,973,"profilaktika"
"Nacionalinė visuomenės sveikatos priežiūros laboratorija","2021-01-09T00:00:00Z","1477",13,160,"profilaktika"
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas","2021-01-09T00:00:00Z","1477",279,757,"profilaktika"
"SYNLAB Lietuva UAB","2021-01-09T00:00:00Z","1477",6,43,"profilaktika"
"UAB ""Baltic Medics""","2021-01-09T00:00:00Z","1477",108,632,"profilaktika"
"UAB ""Rezus.lt""","2021-01-09T00:00:00Z","1477",112,374,"profilaktika"
"UAB ""Rezus.lt""","2021-01-09T00:00:00Z","1557",0,55,"profilaktika"
"UAB Diagnostikos laboratorija","2021-01-09T00:00:00Z","1477",193,1076,"profilaktika"
"UAB InMedica","2021-01-09T00:00:00Z","1477",171,604,"profilaktika"
"UAB Medicina practica laboratorija","2021-01-09T00:00:00Z","1477",179,1259,"profilaktika"
"UAB Medicina practica laboratorija","2021-01-09T00:00:00Z","1557",0,18,"profilaktika"
"Viešoji įstaiga Klaipėdos universitetinė ligoninė","2021-01-09T00:00:00Z","1477",136,277,"profilaktika"
"Viešoji įstaiga Regioninė Telšių ligoninė","2021-01-09T00:00:00Z","1477",0,1,"profilaktika"
"Viešoji įstaiga Regioninė Telšių ligoninė","2021-01-09T00:00:00Z","1557",2,5,"profilaktika"
"Viešoji įstaiga Respublikinė Klaipėdos ligoninė","2021-01-09T00:00:00Z","1477",0,6,"profilaktika"
"Viešoji įstaiga Respublikinė Klaipėdos ligoninė","2021-01-09T00:00:00Z","1557",1,8,"profilaktika"
"Viešoji įstaiga Respublikinė Panevėžio ligoninė","2021-01-09T00:00:00Z","1477",6,66,"profilaktika"
"Viešoji įstaiga Respublikinė Šiaulių ligoninė","2021-01-09T00:00:00Z","1557",8,2,"profilaktika"
"Viešoji įstaiga Respublikinė Šiaulių ligoninė","2021-01-09T00:00:00Z","1477",15,107,"profilaktika"
"Viešoji įstaiga Respublikinė Vilniaus universitetinė ligoninė","2021-01-09T00:00:00Z","1537",0,6,"profilaktika"
"Viešoji įstaiga Tauragės ligoninė","2021-01-09T00:00:00Z","1557",2,8,"profilaktika"
"Viešoji įstaiga Vilniaus universiteto ligoninė Santaros klinikos","2021-01-09T00:00:00Z","1477",31,295,"profilaktika"
"Viešoji įstaiga Vilniaus universiteto ligoninė Santaros klinikos","2021-01-09T00:00:00Z","1557",3,7,"profilaktika"
"Viešoji įstaiga Vilniaus universiteto ligoninė Santaros klinikos","2021-01-09T00:00:00Z","1537",9,12,"profilaktika"
"Vilniaus universitetas","2021-01-09T00:00:00Z","1477",138,143,"profilaktika"
"Lietuvos sveikatos mokslų universiteto ligoninė Kauno klinikos","2021-01-10T00:00:00Z","1557",0,1,"profilaktika"
"Lietuvos sveikatos mokslų universiteto ligoninė Kauno klinikos","2021-01-10T00:00:00Z","1477",15,568,"profilaktika"
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas","2021-01-10T00:00:00Z","1477",158,466,"profilaktika"
"UAB ""Baltic Medics""","2021-01-10T00:00:00Z","1477",67,305,"profilaktika"
"UAB ""Baltic Medics""","2021-01-10T00:00:00Z","1557",1,1,"profilaktika"
"UAB ""Rezus.lt""","2021-01-10T00:00:00Z","1477",0,46,"profilaktika"
"UAB Diagnostikos laboratorija","2021-01-10T00:00:00Z","1477",86,394,"profilaktika"
"UAB InMedica","2021-01-10T00:00:00Z","1477",0,96,"profilaktika"
"UAB InMedica","2021-01-10T00:00:00Z","1557",0,1,"profilaktika"
"UAB Medicina practica laboratorija","2021-01-10T00:00:00Z","1477",107,936,"profilaktika"
"UAB Medicina practica laboratorija","2021-01-10T00:00:00Z","1557",0,2,"profilaktika"
"Viešoji įstaiga Klaipėdos universitetinė ligoninė","2021-01-10T00:00:00Z","1477",74,252,"profilaktika"
"Viešoji įstaiga Regioninė Telšių ligoninė","2021-01-10T00:00:00Z","1557",2,2,"profilaktika"
"Viešoji įstaiga Respublikinė Klaipėdos ligoninė","2021-01-10T00:00:00Z","1477",0,4,"profilaktika"
"Viešoji įstaiga Respublikinė Klaipėdos ligoninė","2021-01-10T00:00:00Z","1557",2,6,"profilaktika"
"Viešoji įstaiga Respublikinė Panevėžio ligoninė","2021-01-10T00:00:00Z","1477",7,34,"profilaktika"
"Viešoji įstaiga Respublikinė Šiaulių ligoninė","2021-01-10T00:00:00Z","1477",33,304,"profilaktika"
"Viešoji įstaiga Respublikinė Šiaulių ligoninė","2021-01-10T00:00:00Z","1557",1,3,"profilaktika"
"Viešoji įstaiga Respublikinė Vilniaus universitetinė ligoninė","2021-01-10T00:00:00Z","1537",0,6,"profilaktika"
"Viešoji įstaiga Respublikinė Vilniaus universitetinė ligoninė","2021-01-10T00:00:00Z","1477",0,3,"profilaktika"
"Viešoji įstaiga Tauragės ligoninė","2021-01-10T00:00:00Z","1557",2,4,"profilaktika"
"Viešoji įstaiga Vilniaus universiteto ligoninė Santaros klinikos","2021-01-10T00:00:00Z","1557",6,10,"profilaktika"
"Viešoji įstaiga Vilniaus universiteto ligoninė Santaros klinikos","2021-01-10T00:00:00Z","1477",36,321,"profilaktika"
"Viešoji įstaiga Vilniaus universiteto ligoninė Santaros klinikos","2021-01-10T00:00:00Z","1537",8,15,"profilaktika"
"Vilniaus universitetas","2021-01-10T00:00:00Z","1477",1,0,"profilaktika"
"Lietuvos sveikatos mokslų universiteto ligoninė Kauno klinikos","2021-01-11T00:00:00Z","1477",8,524,"profilaktika"
"Nacionalinė visuomenės sveikatos priežiūros laboratorija","2021-01-11T00:00:00Z","1477",11,123,"profilaktika"
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas","2021-01-11T00:00:00Z","1477",215,527,"profilaktika"
"Nacionalinis vėžio institutas","2021-01-11T00:00:00Z","1477",24,95,"profilaktika"
"SYNLAB Lietuva UAB","2021-01-11T00:00:00Z","1477",15,117,"profilaktika"
"SYNLAB Lietuva UAB","2021-01-11T00:00:00Z","1557",0,2,"profilaktika"
"UAB ""Baltic Medics""","2021-01-11T00:00:00Z","1477",23,53,"profilaktika"
"UAB ""Baltic Medics""","2021-01-11T00:00:00Z","1557",0,1,"profilaktika"
"UAB ""Rezus.lt""","2021-01-11T00:00:00Z","1477",14,51,"profilaktika"
"UAB ""Rezus.lt""","2021-01-11T00:00:00Z","1557",14,73,"profilaktika"
"UAB ""SK IMPEKS MEDICINOS DIAGNOSTIKOS CENTRAS""","2021-01-11T00:00:00Z","1477",11,143,"profilaktika"
"UAB Diagnostikos laboratorija","2021-01-11T00:00:00Z","1477",369,1907,"profilaktika"
"UAB InMedica","2021-01-11T00:00:00Z","1557",1,30,"profilaktika"
"UAB InMedica","2021-01-11T00:00:00Z","1477",33,293,"profilaktika"
"UAB Medicina practica laboratorija","2021-01-11T00:00:00Z","1477",133,1586,"profilaktika"
"UAB Medicina practica laboratorija","2021-01-11T00:00:00Z","1557",1,15,"profilaktika"
"Viešoji įstaiga Klaipėdos universitetinė ligoninė","2021-01-11T00:00:00Z","1477",90,419,"profilaktika"
"Viešoji įstaiga KLAIPĖDOS VAIKŲ LIGONINĖ","2021-01-11T00:00:00Z","1477",0,1,"profilaktika"
"Viešoji įstaiga Regioninė Telšių ligoninė","2021-01-11T00:00:00Z","1557",1,2,"profilaktika"
"Viešoji įstaiga Respublikinė Klaipėdos ligoninė","2021-01-11T00:00:00Z","1477",2,11,"profilaktika"
"Viešoji įstaiga Respublikinė Klaipėdos ligoninė","2021-01-11T00:00:00Z","1557",6,17,"profilaktika"
"Viešoji įstaiga Respublikinė Panevėžio ligoninė","2021-01-11T00:00:00Z","1477",17,77,"profilaktika"
"Viešoji įstaiga Respublikinė Šiaulių ligoninė","2021-01-11T00:00:00Z","1557",6,18,"profilaktika"
"Viešoji įstaiga Respublikinė Šiaulių ligoninė","2021-01-11T00:00:00Z","1477",35,452,"profilaktika"
"Viešoji įstaiga Respublikinė Vilniaus universitetinė ligoninė","2021-01-11T00:00:00Z","1477",0,6,"profilaktika"
"Viešoji įstaiga Respublikinė Vilniaus universitetinė ligoninė","2021-01-11T00:00:00Z","1537",1,14,"profilaktika"
"Viešoji įstaiga Tauragės ligoninė","2021-01-11T00:00:00Z","1557",2,10,"profilaktika"
"Viešoji įstaiga Vilniaus universiteto ligoninė Santaros klinikos","2021-01-11T00:00:00Z","1477",84,1503,"profilaktika"
"Viešoji įstaiga Vilniaus universiteto ligoninė Santaros klinikos","2021-01-11T00:00:00Z","1557",6,11,"profilaktika"
"Viešoji įstaiga Vilniaus universiteto ligoninė Santaros klinikos","2021-01-11T00:00:00Z","1537",4,14,"profilaktika"
"Vilniaus universitetas","2021-01-11T00:00:00Z","1477",142,221,"profilaktika"
"Lietuvos sveikatos mokslų universiteto ligoninė Kauno klinikos","2021-01-12T00:00:00Z","1477",20,886,"profilaktika"
"Nacionalinė visuomenės sveikatos priežiūros laboratorija","2021-01-12T00:00:00Z","1477",42,278,"profilaktika"
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas","2021-01-12T00:00:00Z","1477",245,610,"profilaktika"
"Nacionalinis vėžio institutas","2021-01-12T00:00:00Z","1477",45,124,"profilaktika"
"SYNLAB Lietuva UAB","2021-01-12T00:00:00Z","1557",0,8,"profilaktika"
"SYNLAB Lietuva UAB","2021-01-12T00:00:00Z","1477",39,252,"profilaktika"
"SYNLAB Lietuva UAB","2021-01-12T00:00:00Z","1537",0,1,"profilaktika"
"UAB ""Baltic Medics""","2021-01-12T00:00:00Z","1477",132,653,"profilaktika"
"UAB ""Rezus.lt""","2021-01-12T00:00:00Z","1477",93,381,"profilaktika"
"UAB ""Rezus.lt""","2021-01-12T00:00:00Z","1557",10,183,"profilaktika"
"UAB ""SK IMPEKS MEDICINOS DIAGNOSTIKOS CENTRAS""","2021-01-12T00:00:00Z","1477",6,228,"profilaktika"
"UAB Diagnostikos laboratorija","2021-01-12T00:00:00Z","1477",267,1988,"profilaktika"
"UAB InMedica","2021-01-12T00:00:00Z","1477",158,619,"profilaktika"
"UAB InMedica","2021-01-12T00:00:00Z","1557",0,33,"profilaktika"
"UAB Medicina practica laboratorija","2021-01-12T00:00:00Z","1557",2,19,"profilaktika"
"UAB Medicina practica laboratorija","2021-01-12T00:00:00Z","1537",0,4,"profilaktika"
"UAB Medicina practica laboratorija","2021-01-12T00:00:00Z","1477",226,2008,"profilaktika"
"Viešoji įstaiga Klaipėdos universitetinė ligoninė","2021-01-12T00:00:00Z","1557",0,1,"profilaktika"
