"date","hospital_name","healthcare_region","hospital_beds_total_r7mean","hospital_beds_occupied_r7mean","oxygen_beds_total_r7mean","oxygen_beds_occupied_r7mean","mv_beds_total_r7mean","mv_beds_occupied_r7mean","icu_beds_total_r7mean","icu_beds_occupied_r7mean","icu_ecmo_systems_total_r7mean","icu_ecmo_systems_in_use_r7mean","cv19_hospital_beds_assigned_r7mean","cv19_hospital_beds_occupied_r7mean","cv19_oxygen_beds_assigned_r7mean","cv19_oxygen_beds_occupied_r7mean","cv19_mv_beds_assigned_r7mean","cv19_mv_beds_occupied_r7mean","cv19_icu_beds_assigned_r7mean","cv19_icu_beds_occupied_r7mean","cv19_icu_mv_beds_assigned_r7mean","cv19_icu_mv_beds_occupied_r7mean","cv19_icu_highflow_systems_total_r7mean","cv19_icu_highflow_systems_in_use_r7mean","cv19_icu_ecmo_assigned_r7mean","cv19_icu_ecmo_in_use_r7mean","cv19_admissions_r7mean","cv19_admissions_oxygen_r7mean","cv19_admissions_mv_r7mean","cv19_discharges_r7mean","remdesivir_vials_used_r7mean","remdesivir_patients_total_r7mean","remdesivir_patients_new_r7mean","geometry"
"2021-09-12","VšĮ Tauragės ligoninė","Klaipėdos regionas",197,90,78,30,12,2,12,4,0,0,30,24,30,24,4,1,4,1,4,1,4,2,0,0,4,4,1,3,3,3,1,NA
"2021-09-12","VšĮ Anykščių rajono savivaldybės ligoninė","Panevėžio regionas",93,31,16,2,6,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA
"2021-09-12","VšĮ Biržų ligoninė","Panevėžio regionas",77,34,18,9,6,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-09-12","VšĮ Ignalinos rajono ligoninė","Panevėžio regionas",36,13,18,4,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-09-12","VšĮ Kupiškio ligoninė","Panevėžio regionas",41,10,10,2,4,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-09-12","VšĮ Molėtų ligoninė","Panevėžio regionas",32,17,20,4,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-09-12","VšĮ Pasvalio ligoninė","Panevėžio regionas",67,36,48,4,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-09-12","VšĮ Respublikinė Panevėžio ligoninė","Panevėžio regionas",679,439,366,191,33,17,33,17,0,0,74,48,58,46,0,0,12,3,12,2,5,1,0,0,6,2,0,3,1,1,0,NA
"2021-09-12","VšĮ Rokiškio rajono ligoninė","Panevėžio regionas",72,52,50,5,5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-09-12","VšĮ Utenos ligoninė","Panevėžio regionas",195,93,183,0,12,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-09-12","VšĮ Visagino ligoninė","Panevėžio regionas",118,67,46,26,7,1,5,3,0,0,22,20,21,19,1,0,2,2,2,1,0,0,0,0,3,3,0,1,1,1,0,NA
"2021-09-12","Zarasų rajono savivaldybės VšĮ Zarasų ligoninė","Panevėžio regionas",19,11,9,0,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-09-12","VšĮ Joniškio ligoninė","Šiaulių regionas",26,20,19,6,2,0,0,0,0,0,18,9,10,6,0,0,0,0,0,0,0,0,0,0,3,2,0,1,0,0,0,NA
"2021-09-12","VšĮ Kelmės ligoninė","Šiaulių regionas",82,33,25,2,4,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-09-12","VšĮ Mažeikių ligoninė","Šiaulių regionas",150,80,30,18,6,2,6,3,0,0,20,15,20,15,2,0,3,2,3,2,0,0,0,0,1,1,0,1,0,0,0,NA
"2021-09-12","VšĮ N.Akmenės ligoninė","Šiaulių regionas",28,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-09-12","VšĮ Pakruojo ligoninė","Šiaulių regionas",31,4,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-09-12","VšĮ Plungės rajono savivaldybės ligoninė","Šiaulių regionas",114,55,40,14,3,2,3,2,0,0,27,20,19,12,0,0,1,0,1,0,1,0,0,0,5,2,0,0,0,0,0,NA
"2021-09-12","VšĮ Radviliškio ligoninė","Šiaulių regionas",67,36,39,5,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-09-12","VšĮ Regioninė Telšių ligoninė","Šiaulių regionas",108,64,84,45,4,1,4,3,0,0,20,20,20,20,0,0,3,3,3,1,3,1,0,0,2,2,0,1,2,2,0,NA
"2021-09-12","VšĮ Respublikinė Šiaulių ligoninė","Šiaulių regionas",701,386,591,285,39,12,39,27,0,0,77,62,77,62,0,0,17,11,17,8,2,2,0,0,8,6,0,7,5,4,1,NA
"2021-09-12","Lietuvos Respublikos vidaus reikalų ministerijos Medicinos centras","Vilniaus regionas",47,29,27,15,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-09-12","Nacionalinis vėžio institutas","Vilniaus regionas",307,168,137,79,12,2,12,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-09-12","Švenčionių rajono ligoninė","Vilniaus regionas",46,34,37,28,6,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-09-12","VšĮ Alytaus apskrities S.Kudirkos ligoninė","Vilniaus regionas",249,176,249,49,18,2,9,4,0,0,34,28,34,28,8,1,5,2,5,1,5,1,0,0,4,3,0,3,4,3,1,NA
"2021-09-12","VšĮ Druskininkų ligoninė","Vilniaus regionas",54,22,23,7,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-09-12","VšĮ Elektrėnų ligoninė","Vilniaus regionas",88,48,40,32,6,1,6,2,0,0,40,32,40,32,0,0,6,1,0,0,0,0,0,0,2,0,0,2,0,0,0,NA
"2021-09-12","VšĮ Lazdijų ligoninė","Vilniaus regionas",62,23,5,1,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-09-12","VšĮ Mykolo Marcinkevičiaus ligoninė","Vilniaus regionas",141,128,35,9,8,1,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-09-12","VšĮ Respublikinė Vilniaus psichiatrinė ligoninė","Vilniaus regionas",401,239,3,0,3,0,3,0,0,0,5,3,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-09-12","VšĮ Respublikinė Vilniaus universitetinė ligoninė","Vilniaus regionas",618,422,305,173,38,14,38,24,0,0,8,3,4,2,0,0,4,1,4,0,2,0,0,0,1,1,0,1,0,0,0,NA
"2021-09-12","VšĮ Trakų ligoninė","Vilniaus regionas",108,48,81,9,5,1,5,3,0,0,27,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-09-12","VšĮ Ukmergės ligoninė","Vilniaus regionas",89,68,80,68,7,1,6,2,0,0,15,12,15,12,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,NA
"2021-09-12","VšĮ Varėnos ligoninė","Vilniaus regionas",101,65,16,4,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA
"2021-09-12","VšĮ Vilniaus gimdymo namai","Vilniaus regionas",108,33,28,0,2,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-09-12","VšĮ Vilniaus miesto klinikinė ligoninė","Vilniaus regionas",592,302,430,66,38,6,23,14,0,0,71,59,71,59,6,0,6,6,6,2,24,2,0,0,8,4,0,5,11,9,2,NA
"2021-09-12","VšĮ Vilniaus universiteto ligoninės Santaros klinikos","Vilniaus regionas",911,789,545,352,88,23,88,61,4,3,40,34,40,34,0,0,18,17,12,9,12,8,3,3,5,3,0,5,7,6,2,NA
"2021-09-12","VšĮ Vilniaus universiteto ligoninės Žalgirio klinika","Vilniaus regionas",58,25,6,1,3,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-09-13","Lietuvos sveikatos mokslų universiteto ligoninė Kauno klinikos","Kauno regionas",1563,1142,1155,96,99,22,100,58,4,0,8,0,8,0,0,0,10,6,10,4,6,0,2,0,1,0,0,1,2,2,0,NA
"2021-09-13","Marijampolės ligoninė","Kauno regionas",200,127,137,47,14,4,9,8,0,0,22,22,22,22,1,0,1,1,1,1,10,1,0,0,4,4,0,2,8,7,2,NA
"2021-09-13","Šakių ligoninė","Kauno regionas",55,37,15,5,2,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-09-13","VšĮ Jonavos ligoninė","Kauno regionas",102,64,30,5,7,0,7,2,0,0,12,0,10,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-09-13","VšĮ Jurbarko ligoninė","Kauno regionas",75,54,40,23,6,2,6,2,0,0,21,19,21,19,0,0,1,0,1,0,2,2,0,0,2,2,0,2,3,2,1,NA
"2021-09-13","VšĮ Kaišiadorių ligoninė","Kauno regionas",49,12,29,3,4,0,4,3,0,0,9,1,7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-09-13","VšĮ Kėdainių ligoninė","Kauno regionas",249,139,78,15,6,2,6,2,0,0,20,12,20,12,0,0,1,1,1,1,1,0,0,0,2,1,0,1,5,4,1,NA
"2021-09-13","VšĮ Lietuvos sveikatos mokslų universiteto Kauno ligoninė","Kauno regionas",818,380,364,78,31,11,34,12,0,0,95,51,75,41,0,0,6,3,6,1,6,2,0,0,7,4,0,7,14,12,2,NA
"2021-09-13","VšĮ Prienų ligoninė","Kauno regionas",61,27,57,10,4,0,4,1,0,0,25,0,23,0,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,NA
"2021-09-13","VšĮ Raseinių ligoninė","Kauno regionas",79,47,45,8,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-09-13","Klaipėdos rajono savivaldybės Gargždų ligoninė","Klaipėdos regionas",43,23,16,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-09-13","Kretingos rajono savivaldybės VšĮ Kretingos ligoninė","Klaipėdos regionas",90,43,49,23,4,1,4,1,0,0,34,33,25,24,0,0,2,1,2,1,0,0,0,0,5,4,0,3,2,2,0,NA
"2021-09-13","VšĮ Klaipėdos Jūrininkų ligoninė","Klaipėdos regionas",350,190,325,190,23,2,25,5,0,0,8,4,8,4,0,0,4,0,4,0,0,0,0,0,3,1,0,3,2,1,0,NA
"2021-09-13","VšĮ Klaipėdos universitetinė ligoninė","Klaipėdos regionas",775,518,412,94,40,22,40,32,0,0,100,81,100,81,0,0,20,16,20,13,0,0,0,0,10,10,2,8,0,0,0,NA
"2021-09-13","VšĮ Klaipėdos vaikų ligoninė","Klaipėdos regionas",152,84,58,1,6,0,6,2,0,0,13,7,13,7,2,0,2,0,2,0,1,0,0,0,1,0,0,1,0,0,0,NA
"2021-09-13","VšĮ Respublikinė Klaipėdos ligoninė","Klaipėdos regionas",377,373,85,53,12,10,17,9,0,0,50,49,50,49,8,4,10,6,10,5,1,0,0,0,5,5,1,4,2,1,0,NA
"2021-09-13","VšĮ Šilalės rajono ligoninė","Klaipėdos regionas",34,23,34,23,2,0,3,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,NA
"2021-09-13","VšĮ Šilutės ligoninė","Klaipėdos regionas",85,53,85,53,9,2,7,2,0,0,19,19,19,19,1,0,2,0,2,0,2,0,0,0,2,5,0,1,0,0,0,NA
"2021-09-13","VšĮ Tauragės ligoninė","Klaipėdos regionas",197,95,78,31,12,2,12,4,0,0,30,25,30,25,4,1,4,1,4,1,4,2,0,0,5,5,1,3,2,3,1,NA
"2021-09-13","VšĮ Anykščių rajono savivaldybės ligoninė","Panevėžio regionas",93,31,16,2,6,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA
"2021-09-13","VšĮ Biržų ligoninė","Panevėžio regionas",77,35,18,9,6,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-09-13","VšĮ Ignalinos rajono ligoninė","Panevėžio regionas",36,13,18,4,1,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-09-13","VšĮ Kupiškio ligoninė","Panevėžio regionas",41,10,9,2,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-09-13","VšĮ Molėtų ligoninė","Panevėžio regionas",32,16,20,3,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-09-13","VšĮ Pasvalio ligoninė","Panevėžio regionas",67,33,48,4,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-09-13","VšĮ Respublikinė Panevėžio ligoninė","Panevėžio regionas",679,439,366,193,33,17,33,17,0,0,77,49,60,48,0,0,12,2,12,2,5,1,0,0,6,2,0,3,1,1,0,NA
"2021-09-13","VšĮ Rokiškio rajono ligoninė","Panevėžio regionas",72,53,50,5,5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-09-13","VšĮ Utenos ligoninė","Panevėžio regionas",195,93,183,0,12,0,6,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-09-13","VšĮ Visagino ligoninė","Panevėžio regionas",118,68,46,27,7,1,5,3,0,0,23,21,21,20,1,0,2,2,2,1,0,0,0,0,3,3,0,1,2,1,0,NA
"2021-09-13","Zarasų rajono savivaldybės VšĮ Zarasų ligoninė","Panevėžio regionas",19,12,9,0,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-09-13","VšĮ Joniškio ligoninė","Šiaulių regionas",26,20,19,6,2,0,0,0,0,0,18,11,10,7,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,NA
"2021-09-13","VšĮ Kelmės ligoninė","Šiaulių regionas",82,31,25,2,4,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-09-13","VšĮ Mažeikių ligoninė","Šiaulių regionas",150,79,30,19,6,2,6,3,0,0,20,16,20,16,2,0,3,2,3,2,0,0,0,0,1,1,0,1,0,0,0,NA
"2021-09-13","VšĮ N.Akmenės ligoninė","Šiaulių regionas",28,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-09-13","VšĮ Pakruojo ligoninė","Šiaulių regionas",31,5,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-09-13","VšĮ Plungės rajono savivaldybės ligoninė","Šiaulių regionas",119,60,40,17,3,2,3,2,0,0,33,25,23,15,0,0,2,0,2,0,1,0,0,0,5,2,0,0,0,0,0,NA
"2021-09-13","VšĮ Radviliškio ligoninė","Šiaulių regionas",67,38,39,4,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-09-13","VšĮ Regioninė Telšių ligoninė","Šiaulių regionas",108,60,84,42,4,1,4,3,0,0,20,20,20,20,0,0,3,3,3,1,3,1,0,0,2,2,0,1,2,1,0,NA
"2021-09-13","VšĮ Respublikinė Šiaulių ligoninė","Šiaulių regionas",701,381,591,282,39,15,39,25,0,0,78,61,78,61,0,0,18,11,18,7,2,2,0,0,8,6,0,7,5,4,1,NA
"2021-09-13","Lietuvos Respublikos vidaus reikalų ministerijos Medicinos centras","Vilniaus regionas",47,29,27,15,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-09-13","Nacionalinis vėžio institutas","Vilniaus regionas",307,170,137,81,12,2,12,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-09-13","Švenčionių rajono ligoninė","Vilniaus regionas",46,35,37,27,6,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-09-13","VšĮ Alytaus apskrities S.Kudirkos ligoninė","Vilniaus regionas",250,177,250,49,18,1,9,4,0,0,36,28,36,28,5,0,5,2,5,1,5,1,0,0,4,3,0,3,4,3,1,NA
"2021-09-13","VšĮ Druskininkų ligoninė","Vilniaus regionas",54,21,23,7,3,1,3,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-09-13","VšĮ Elektrėnų ligoninė","Vilniaus regionas",88,49,40,33,6,1,6,1,0,0,40,32,40,32,1,0,6,1,0,0,0,0,0,0,2,0,0,2,0,0,0,NA
"2021-09-13","VšĮ Lazdijų ligoninė","Vilniaus regionas",62,24,5,1,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-09-13","VšĮ Mykolo Marcinkevičiaus ligoninė","Vilniaus regionas",141,129,35,10,8,1,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-09-13","VšĮ Respublikinė Vilniaus psichiatrinė ligoninė","Vilniaus regionas",401,239,3,0,3,0,3,0,0,0,5,3,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-09-13","VšĮ Respublikinė Vilniaus universitetinė ligoninė","Vilniaus regionas",618,419,305,175,38,13,38,24,0,0,8,3,4,2,0,0,4,1,4,0,2,0,0,0,1,1,0,1,0,0,0,NA
"2021-09-13","VšĮ Trakų ligoninė","Vilniaus regionas",108,48,81,9,5,1,5,3,0,0,27,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-09-13","VšĮ Ukmergės ligoninė","Vilniaus regionas",89,70,83,70,7,1,6,2,0,0,15,12,15,12,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,NA
"2021-09-13","VšĮ Varėnos ligoninė","Vilniaus regionas",101,65,16,4,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA
"2021-09-13","VšĮ Vilniaus gimdymo namai","Vilniaus regionas",108,34,28,0,2,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-09-13","VšĮ Vilniaus miesto klinikinė ligoninė","Vilniaus regionas",592,301,430,66,38,6,23,14,0,0,74,60,74,60,6,0,6,6,6,2,24,4,0,0,8,5,1,5,11,9,2,NA
"2021-09-13","VšĮ Vilniaus universiteto ligoninės Santaros klinikos","Vilniaus regionas",913,792,545,353,89,24,89,62,4,4,40,34,40,34,0,0,18,17,12,9,12,8,3,3,5,3,1,4,7,6,2,NA
"2021-09-13","VšĮ Vilniaus universiteto ligoninės Žalgirio klinika","Vilniaus regionas",58,26,6,2,3,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-09-14","Lietuvos sveikatos mokslų universiteto ligoninė Kauno klinikos","Kauno regionas",1563,1150,1155,94,99,22,100,58,4,0,8,0,8,0,0,0,10,6,10,3,6,0,2,0,1,0,0,0,2,1,0,NA
"2021-09-14","Marijampolės ligoninė","Kauno regionas",200,130,137,47,14,4,10,8,0,0,22,22,22,22,1,0,1,1,1,1,10,0,0,0,3,3,0,2,9,7,2,NA
"2021-09-14","Šakių ligoninė","Kauno regionas",55,37,15,4,2,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-09-14","VšĮ Jonavos ligoninė","Kauno regionas",102,64,30,5,7,0,7,2,0,0,12,0,10,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-09-14","VšĮ Jurbarko ligoninė","Kauno regionas",75,55,40,23,6,2,6,2,0,0,21,20,21,20,0,0,1,0,1,0,2,2,0,0,2,2,0,1,3,2,1,NA
"2021-09-14","VšĮ Kaišiadorių ligoninė","Kauno regionas",49,13,29,3,4,0,4,2,0,0,6,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-09-14","VšĮ Kėdainių ligoninė","Kauno regionas",249,141,78,16,6,2,6,3,0,0,20,13,20,13,0,0,1,1,1,1,1,0,0,0,2,1,0,1,6,4,1,NA
"2021-09-14","VšĮ Lietuvos sveikatos mokslų universiteto Kauno ligoninė","Kauno regionas",818,382,364,79,31,11,34,12,0,0,95,51,75,40,0,0,6,3,6,1,6,2,0,0,7,4,0,7,15,12,3,NA
"2021-09-14","VšĮ Prienų ligoninė","Kauno regionas",61,27,57,10,4,0,4,1,0,0,25,0,23,0,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,NA
"2021-09-14","VšĮ Raseinių ligoninė","Kauno regionas",79,51,45,8,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-09-14","Klaipėdos rajono savivaldybės Gargždų ligoninė","Klaipėdos regionas",43,23,16,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-09-14","Kretingos rajono savivaldybės VšĮ Kretingos ligoninė","Klaipėdos regionas",90,44,49,24,4,1,4,1,0,0,34,34,25,25,0,0,2,1,2,1,0,0,0,0,5,4,0,2,2,2,0,NA
"2021-09-14","VšĮ Klaipėdos Jūrininkų ligoninė","Klaipėdos regionas",350,190,325,190,23,2,25,5,0,0,8,5,8,5,0,0,4,0,4,0,0,0,0,0,3,1,0,3,2,2,0,NA
"2021-09-14","VšĮ Klaipėdos universitetinė ligoninė","Klaipėdos regionas",775,522,412,94,40,23,40,33,0,0,100,82,100,82,0,0,20,16,20,14,0,0,0,0,11,11,2,7,0,0,0,NA
"2021-09-14","VšĮ Klaipėdos vaikų ligoninė","Klaipėdos regionas",152,86,58,1,6,0,6,2,0,0,14,7,14,7,2,0,2,0,2,0,1,0,0,0,1,0,0,1,0,0,0,NA
"2021-09-14","VšĮ Respublikinė Klaipėdos ligoninė","Klaipėdos regionas",373,370,85,57,13,10,17,9,0,0,53,52,53,52,8,4,10,6,10,5,1,0,0,0,4,4,1,4,2,1,0,NA
"2021-09-14","VšĮ Šilalės rajono ligoninė","Klaipėdos regionas",34,22,34,21,2,0,3,0,0,0,3,2,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,NA
"2021-09-14","VšĮ Šilutės ligoninė","Klaipėdos regionas",85,57,85,57,9,2,7,2,0,0,20,19,20,19,1,0,2,0,2,0,2,0,0,0,2,5,0,1,0,0,0,NA
"2021-09-14","VšĮ Tauragės ligoninė","Klaipėdos regionas",197,102,78,33,12,2,12,4,0,0,31,26,31,26,4,1,4,1,4,1,4,1,0,0,5,5,1,3,2,2,1,NA
"2021-09-14","VšĮ Anykščių rajono savivaldybės ligoninė","Panevėžio regionas",93,31,16,2,6,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA
"2021-09-14","VšĮ Biržų ligoninė","Panevėžio regionas",77,36,18,9,6,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-09-14","VšĮ Ignalinos rajono ligoninė","Panevėžio regionas",36,14,18,5,1,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-09-14","VšĮ Kupiškio ligoninė","Panevėžio regionas",41,10,9,3,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-09-14","VšĮ Molėtų ligoninė","Panevėžio regionas",32,15,20,3,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-09-14","VšĮ Pasvalio ligoninė","Panevėžio regionas",67,33,48,5,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-09-14","VšĮ Respublikinė Panevėžio ligoninė","Panevėžio regionas",679,438,366,192,33,18,33,18,0,0,79,50,62,50,0,0,12,2,12,2,5,1,0,0,6,2,1,3,1,1,0,NA
"2021-09-14","VšĮ Rokiškio rajono ligoninė","Panevėžio regionas",72,53,50,5,5,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-09-14","VšĮ Utenos ligoninė","Panevėžio regionas",195,91,183,0,12,0,6,2,0,0,6,1,6,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,NA
"2021-09-14","VšĮ Visagino ligoninė","Panevėžio regionas",118,69,46,29,7,1,5,3,0,0,23,23,21,21,1,0,2,2,2,1,0,0,0,0,3,3,0,1,2,2,0,NA
"2021-09-14","Zarasų rajono savivaldybės VšĮ Zarasų ligoninė","Panevėžio regionas",19,13,9,0,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-09-14","VšĮ Joniškio ligoninė","Šiaulių regionas",26,18,19,5,2,0,0,0,0,0,18,13,10,8,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,NA
"2021-09-14","VšĮ Kelmės ligoninė","Šiaulių regionas",82,29,25,2,4,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-09-14","VšĮ Mažeikių ligoninė","Šiaulių regionas",150,77,31,19,6,1,6,3,0,0,23,16,23,16,2,0,3,1,3,1,0,0,0,0,1,2,0,1,0,0,0,NA
"2021-09-14","VšĮ N.Akmenės ligoninė","Šiaulių regionas",28,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-09-14","VšĮ Pakruojo ligoninė","Šiaulių regionas",31,6,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2021-09-14","VšĮ Plungės rajono savivaldybės ligoninė","Šiaulių regionas",124,66,40,20,3,2,3,2,0,0,38,30,27,19,0,0,2,0,2,0,1,0,0,0,5,2,0,0,0,0,0,NA
